title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Gebraden gehakt,1.29,1.57,18,Lidl Plus (-18%),Member Deal,,https://www.lidl.nl/p/gebraden-gehakt/p10034331,2026-09-25,Gebraden gehakt
Gesneden cervelaat,1.29,1.65,22,Lidl Plus (-22%),Member Deal,,https://www.lidl.nl/p/gesneden-cervelaat/p10034333,2026-09-25,Gesneden cervelaat
KipsatÃ© stokjes of bakje,0.95,1.65,42,,Standard,130-160 g,https://www.lidl.nl/p/kipsate-stokjes-of-bakje/p10034335,2026-09-25,KipsatÃ© stokjes of bakje
Gehaktballetjes Zweede stijl,7.69,7.69,0,,Standard,1 kilo,https://www.lidl.nl/p/gehaktballetjes-zweede-stijl/p10034337,2026-09-25,Gehaktballetjes Zweede stijl
Alle broodsalades,1.29,1.52,15,Lidl Plus (-15%),Member Deal,,https://www.lidl.nl/p/alle-broodsalades/p10034339,2026-09-25,Alle broodsalades
Zonnebloemolie,2.49,2.49,0,,Standard,2 liter,https://www.lidl.nl/p/zonnebloemolie/p10034341,2026-09-25,Zonnebloemolie
GrÃ¼ner Veltliner,3.29,4.39,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/gruner-veltliner/p10034343,2026-09-25,GrÃ¼ner Veltliner
Diverse maaltijdsalades,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/diverse-maaltijdsalades/p10034345,2026-09-25,Diverse maaltijdsalades
Maatjesharing met ui,2.99,2.99,0,,Standard,4-pack,https://www.lidl.nl/p/maatjesharing-met-ui/p10034347,2026-09-25,Maatjesharing met ui
DR. OETKER suprema pizza,2.99,2.99,0,,Standard,425 g,https://www.lidl.nl/p/dr-oetker-suprema-pizza/p10034349,2026-09-25,DR. OETKER suprema pizza
Lasagne bolognese,4.79,4.79,0,,Standard,"1,15 kg",https://www.lidl.nl/p/lasagne-bolognese/p10034351,2026-09-25,Lasagne bolognese
Gepaneerde pangasiusfilet,2.99,2.99,0,,Standard,300 g,https://www.lidl.nl/p/gepaneerde-pangasiusfilet/p10034353,2026-09-25,Gepaneerde pangasiusfilet
CALVÃ Mayonaise of Yofresh,1.69,1.69,0,,Standard,430 ml,https://www.lidl.nl/p/calve-mayonaise-of-yofresh/p10034355,2026-09-25,CALVÃ Mayonaise of Yofresh
HERTOG JAN,4.99,6.65,25,,Standard,,https://www.lidl.nl/p/hertog-jan/p10034357,2026-09-25,HERTOG JAN
"LEFFE Blond, CORONA EXTRA of TRIPEL KARMELIET",6.74,9.32,28,,Standard,,https://www.lidl.nl/p/leffe-blond-corona-extra-of-tripel-karmeliet/p10034359,2026-09-25,"LEFFE Blond, CORONA EXTRA of TRIPEL KARMELIET"
Cashew- of gemengde noten,1.99,2.29,13,Lidl Plus (-13%),Member Deal,,https://www.lidl.nl/p/cashew-of-gemengde-noten/p10034361,2026-09-25,Cashew- of gemengde noten
M&M's,4.29,4.29,0,,Standard,340-400 g,https://www.lidl.nl/p/m-m-s/p10034363,2026-09-25,M&M's
Alle J.D. Gross pure chocolade,1.79,2.69,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/alle-j-d-gross-pure-chocolade/p10034365,2026-09-25,Alle J.D. Gross pure chocolade
LU Pim's of Time out,1.99,1.99,0,,Standard,150-171 g,https://www.lidl.nl/p/lu-pim-s-of-time-out/p10034367,2026-09-25,LU Pim's of Time out
LIGA,1.69,1.69,0,,Standard,160-250 g,https://www.lidl.nl/p/liga/p10034369,2026-09-25,LIGA
Hondenbrokken,12.99,12.99,0,,Standard,13 kilo,https://www.lidl.nl/p/hondenbrokken/p10034371,2026-09-25,Hondenbrokken
Zakdoekjes 4-laags,4.99,4.99,0,,Standard,56-pack,https://www.lidl.nl/p/zakdoekjes-4-laags/p10034373,2026-09-25,Zakdoekjes 4-laags
Cien Pro Beauty Skin,2.99,2.99,0,,Standard,30-125 ml,https://www.lidl.nl/p/cien-pro-beauty-skin/p10034375,2026-09-25,Cien Pro Beauty Skin
Worteltjes,0.79,0.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/worteltjes/p10034377,2026-09-25,Worteltjes
Thaise wokgroenten,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/thaise-wokgroenten/p10034379,2026-09-25,Thaise wokgroenten
Biologische oude kaasplakken,2.49,2.49,0,,Standard,150 g,https://www.lidl.nl/p/biologische-oude-kaasplakken/p10034381,2026-09-25,Biologische oude kaasplakken
Carbenet Sauvignon,2.69,3.59,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/carbenet-sauvignon/p10034383,2026-09-25,Carbenet Sauvignon
3-kleurige heidemix,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/3-kleurige-heidemix/p10034385,2026-09-25,3-kleurige heidemix
Bonsai in pot,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/bonsai-in-pot/p10034387,2026-09-25,Bonsai in pot
Chrysant in schaal,3.49,3.49,0,,Standard,,https://www.lidl.nl/p/chrysant-in-schaal/p10034389,2026-09-25,Chrysant in schaal
Keramische pot,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/keramische-pot/p10034391,2026-09-25,Keramische pot
Premium potgrond,1.99,1.99,0,,Standard,10 l,https://www.lidl.nl/p/premium-potgrond/p10034393,2026-09-25,Premium potgrond
Rozen,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/rozen/p10034395,2026-09-25,Rozen
Kamerplant,5.49,5.49,0,,Standard,,https://www.lidl.nl/p/kamerplant/p10034397,2026-09-25,Kamerplant
Calluna Vulgaris,0.99,0.99,0,,Standard,,https://www.lidl.nl/p/calluna-vulgaris/p10034399,2026-09-25,Calluna Vulgaris
Sierpompoenen in mand,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/sierpompoenen-in-mand/p10034401,2026-09-25,Sierpompoenen in mand
Kamerplant in mand,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/kamerplant-in-mand/p10034403,2026-09-25,Kamerplant in mand
COCA-COLA of FANTA,6.99,6.99,0,,Standard,12 x 330 ml,https://www.lidl.nl/p/coca-cola-of-fanta/p10034405,2026-09-25,COCA-COLA of FANTA
HEINZ Tomato Frito,0.99,1.29,23,,Standard,350 g,https://www.lidl.nl/p/heinz-tomato-frito/p10034407,2026-09-25,HEINZ Tomato Frito
American style pancakes,1.69,1.99,15,Lidl Plus (-15%),Member Deal,,https://www.lidl.nl/p/american-style-pancakes/p10034409,2026-09-25,American style pancakes
VALESS,2.49,3.55,30,,Standard,160-180 g,https://www.lidl.nl/p/valess/p10034411,2026-09-25,VALESS
Vijgen,2.69,3.69,27,Lidl Plus (-27%),Member Deal,,https://www.lidl.nl/p/vijgen/p10034437,2026-09-25,Vijgen
GALBANI Mozzarella,1.09,1.45,25,,Standard,125 g,https://www.lidl.nl/p/galbani-mozzarella/p10034413,2026-09-25,GALBANI Mozzarella
10 witte minipuntjes Lang Lekker,0.99,1.39,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/10-witte-minipuntjes-lang-lekker/p10034415,2026-09-25,10 witte minipuntjes Lang Lekker
Rundervinken,4.99,5.98,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/rundervinken/p10034417,2026-09-25,Rundervinken
Shoarma,3.29,4.94,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/shoarma/p10034439,2026-09-25,Shoarma
TUC,1.99,2.79,29,,Standard,3 x 100 g,https://www.lidl.nl/p/tuc/p10034419,2026-09-25,TUC
HEKS'N KAAS Original,2.49,2.99,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/heks-n-kaas-original/p10034421,2026-09-25,HEKS'N KAAS Original
DREFT Afwasmiddel,2.99,6.21,52,Lidl Plus (-52%),Member Deal,,https://www.lidl.nl/p/dreft-afwasmiddel/p10034423,2026-09-25,DREFT Afwasmiddel
Pitloze rode druiven,1.49,2.39,38,Lidl Plus (-38%),Member Deal,,https://www.lidl.nl/p/pitloze-rode-druiven/p10034425,2026-09-25,Pitloze rode druiven
KNORR Wereldgerechten,1.79,1.79,0,,Standard,228-303 g,https://www.lidl.nl/p/knorr-wereldgerechten/p10034427,2026-09-25,KNORR Wereldgerechten
DORITOS,1.39,1.39,0,,Standard,170 g,https://www.lidl.nl/p/doritos/p10034429,2026-09-25,DORITOS
Diverse varianten vla,0.89,1.59,44,Lidl Plus (tot -38%),Member Deal,,https://www.lidl.nl/p/diverse-varianten-vla/p10034431,2026-09-25,Diverse varianten vla
