title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Baguette kruidenboter,1.49,1.89,21,,Standard,2 x 175 g,https://www.lidl.nl/p/baguette-kruidenboter/p10031914,2026-08-11,Baguette herb butter
Karnemelk,0.79,0.92,14,Lidl Plus (-14%),Member Deal,,https://www.lidl.nl/p/karnemelk/p10031916,2026-08-11,Buttermilk
Yoghurt Griekse stijl 10%,1.49,1.49,0,,Standard,1 kilo,https://www.lidl.nl/p/yoghurt-griekse-stijl-10/p10031918,2026-08-11,Yogurt Greek style 10%
Filterkoffie goud,5.99,7.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/filterkoffie-goud/p10031920,2026-08-11,Filter coffee gold
Kipfilet flinterdun,1.99,2.36,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/kipfilet-flinterdun/p10031922,2026-08-11,Chicken fillet paper thin
Yorkham of slagersachterham,1.49,2.29,35,Lidl Plus (tot -35%),Member Deal,,https://www.lidl.nl/p/yorkham-of-slagersachterham/p10031924,2026-08-11,York ham or butcher's ham
Rooibosthee,0.99,1.23,20,,Standard,"42,5 g",https://www.lidl.nl/p/rooibosthee/p10031926,2026-08-11,Rooibos tea
Oaties haverkoeken,1.19,1.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/oaties-haverkoeken/p10031928,2026-08-11,Oaties oatcakes
Roomboter ongezouten,1.09,1.25,13,Lidl Plus (-13%),Member Deal,,https://www.lidl.nl/p/roomboter-ongezouten/p10031930,2026-08-11,Unsalted butter
DR. OETKER Casa di Mama,2.99,2.99,0,,Standard,390-435 g,https://www.lidl.nl/p/dr-oetker-casa-di-mama/p10031932,2026-08-11,DR. OETKER Casa di Mama
FANTA of SPRITE,1.49,1.49,0,,Standard,1 liter,https://www.lidl.nl/p/fanta-of-sprite/p10031934,2026-08-11,FANTA or SPRITE
PRÃSIDENT le Brie,2.19,2.99,27,,Standard,200 g,https://www.lidl.nl/p/president-le-brie/p10031936,2026-08-11,PRESIDENT le Brie
Geraspte kazenmix,1.99,1.99,0,,Standard,200 g,https://www.lidl.nl/p/geraspte-kazenmix/p10031938,2026-08-11,Grated cheese mix
Chili- of bonenschotel,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/chili-of-bonenschotel/p10032086,2026-08-11,Chili or bean dish
SWIFFER,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/swiffer/p10031940,2026-08-11,SWIFFER
Kokosmelk,1.99,2.34,15,Lidl Plus (-15%),Member Deal,,https://www.lidl.nl/p/kokosmelk/p10031942,2026-08-11,Coconut milk
Chocozoenen,4.99,4.99,0,,Standard,650 g,https://www.lidl.nl/p/chocozoenen/p10031944,2026-08-11,Chocolate kisses
IJsbekers Amerikaanse stijl,1.99,2.99,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/ijsbekers-amerikaanse-stijl/p10031946,2026-08-11,American style ice cream cups
MAGNUM,4.99,8.39,41,,Standard,800 ml,https://www.lidl.nl/p/magnum/p10031948,2026-08-11,MAGNUM
OLA Waterijsjes,2.49,2.49,0,,Standard,3-12 stuks,https://www.lidl.nl/p/ola-waterijsjes/p10031950,2026-08-11,OLA Popsicles
"MARS, TWIX & SNICKERS minis",3.29,3.29,0,,Standard,333 g,https://www.lidl.nl/p/mars-twix-snickers-minis/p10031952,2026-08-11,"MARS, TWIX & SNICKERS minis"
Amandelen ongebrand,1.99,2.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/amandelen-ongebrand/p10032088,2026-08-11,Almonds unroasted
Way to go cashewnoten,1.99,2.69,26,Lidl Plus (-26%),Member Deal,,https://www.lidl.nl/p/way-to-go-cashewnoten/p10031954,2026-08-11,Way to go cashew nuts
KATJA Snoep,2.49,3.29,24,,Standard,400-410 g,https://www.lidl.nl/p/katja-snoep/p10031956,2026-08-11,KATJA Candy
Chocolade,0.79,0.94,16,Lidl Plus (tot -19%),Member Deal,,https://www.lidl.nl/p/chocolade/p10031958,2026-08-11,Chocolate
Alle zomerwijnen,2.62,3.49,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/alle-zomerwijnen/p10031960,2026-08-11,All summer wines
LEFFE blond,6.99,9.35,25,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/leffe-blond/p10031962,2026-08-11,LEFFE blonde
Gerardus speciaalbier,4.86,6.48,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/gerardus-speciaalbier/p10031964,2026-08-11,Gerardus specialty beer
HERTOG JAN Weizener,5.99,5.99,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/hertog-jan-weizener/p10032090,2026-08-11,DUKE JAN Weizener
ARIZONA ice tea,2.49,2.49,0,,Standard,"1,75 liter",https://www.lidl.nl/p/arizona-ice-tea/p10031966,2026-08-11,ARIZONA ice tea
CORONA 0.0%,4.49,4.49,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/corona-0-0/p10031968,2026-08-11,CORONA 0.0%
ADDMOORE Vitamin water of electrolytes water,0.89,0.89,0,,Standard,500 ml,https://www.lidl.nl/p/addmoore-vitamin-water-of-electrolytes-water/p10031970,2026-08-11,ADDMOORE Vitamin water or electrolytes water
Notenmix,2.29,2.45,7,,Standard,200 g,https://www.lidl.nl/p/notenmix/p10032092,2026-08-11,Nut mix
Roerbakmix,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/roerbakmix/p10031972,2026-08-11,Stir fry mix
Bio haverdrink,1.19,1.35,12,,Standard,1 liter,https://www.lidl.nl/p/bio-haverdrink/p10032094,2026-08-11,Organic oat drink
Zwarte bonen,0.69,0.9,23,,Standard,425 ml,https://www.lidl.nl/p/zwarte-bonen/p10031974,2026-08-11,Black beans
Fruitbiscuit appel of bosvrucht,0.99,1.26,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/fruitbiscuit-appel-of-bosvrucht/p10031976,2026-08-11,Fruit biscuit apple or forest fruit
Appel-caramel cake,2.99,2.99,0,,Standard,350 g,https://www.lidl.nl/p/appel-caramel-cake/p10031978,2026-08-11,Apple caramel cake
Sinaasappellimonade,2.19,2.89,24,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/sinaasappellimonade/p10031980,2026-08-11,Orange lemonade
Appelsap 100%,2.19,2.65,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/appelsap-100/p10031982,2026-08-11,Apple juice 100%
Aster-mix in schaal,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/aster-mix-in-schaal/p10031986,2026-08-11,Aster mix in bowl
Chrysanten kleurenmix,3.49,3.49,0,,Standard,,https://www.lidl.nl/p/chrysanten-kleurenmix/p10031988,2026-08-11,Chrysanthemum color mix
Romantische rozen duo,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/romantische-rozen-duo/p10031990,2026-08-11,Romantic rose duo
Zomerasters,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/zomerasters/p10031992,2026-08-11,Summer grids
Vetplant in summer look,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/vetplant-in-summer-look/p10031996,2026-08-11,Succulent plant in summer look
Oosterse lelie,7.99,7.99,0,,Standard,,https://www.lidl.nl/p/oosterse-lelie/p10031994,2026-08-11,Oriental lily
Planten terrarium,11.49,11.49,0,,Standard,,https://www.lidl.nl/p/planten-terrarium/p10031998,2026-08-11,Plant terrarium
Kibbeling met saus en kruiden,2.99,3.89,23,Lidl Plus (-23%),Member Deal,,https://www.lidl.nl/p/kibbeling-met-saus-en-kruiden/p10031984,2026-08-11,Kibbeling with sauce and herbs
Kabeljauwfilet,4.99,6.99,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/kabeljauwfilet/p10032096,2026-08-11,Cod fillet
Rundervink,4.99,5.98,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/rundervink/p10032000,2026-08-11,Beef finch
HARIBO Starmix uitdeelzakjes,2.99,4.09,27,,Standard,375 g,https://www.lidl.nl/p/haribo-starmix-uitdeelzakjes/p10032002,2026-08-11,HARIBO Starmix dispensing bags
Twist off premium pils,4.49,5.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/twist-off-premium-pils/p10032004,2026-08-11,Twist off premium lager
DOUWE EGBERTS Koffiecapsules,3.99,5.69,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/douwe-egberts-koffiecapsules/p10032006,2026-08-11,DOUWE EGBERTS Coffee capsules
HEINEKEN,16.99,16.99,0,,Standard,"24 x 0,33 l",https://www.lidl.nl/p/heineken/p10032098,2026-08-11,HEINEKEN
ANTIKAL Kalkreiniger spray,2.99,5.99,50,,Standard,800 ml,https://www.lidl.nl/p/antikal-kalkreiniger-spray/p10032008,2026-08-11,ANTIKAL Limescale cleaner spray
NESTLÃ PURINA ONE Kip of zalm,3.99,4.99,20,,Standard,800 g,https://www.lidl.nl/p/nestle-purina-one-kip-of-zalm/p10032010,2026-08-11,NESTLÃ PURINA ONE Chicken or salmon
Cocktail trostomaten,1.99,4.12,52,,Standard,900 g,https://www.lidl.nl/p/cocktail-trostomaten/p10032012,2026-08-11,Cocktail vine tomatoes
Hollandse aardbeien,2.69,3.49,23,Lidl Plus (-23%),Member Deal,,https://www.lidl.nl/p/hollandse-aardbeien/p10032014,2026-08-11,Dutch strawberries
Alle tapas,0.89,1.23,28,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/alle-tapas/p10032016,2026-08-11,All tapas
DORITOS,1.49,1.49,0,,Standard,170 g,https://www.lidl.nl/p/doritos/p10032018,2026-08-11,DORITOS
Alle BLUE BAND,1.49,1.49,0,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/alle-blue-band/p10032020,2026-08-11,All BLUE BAND
