title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Pompoenpitbroodje,0.39,0.55,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/pompoenpitbroodje/p10033541,2026-09-06,Pompoenpitbroodje
Kaastwister,0.69,0.8,14,,Standard,Per stuk,https://www.lidl.nl/p/kaastwister/p10033543,2026-09-06,Kaastwister
Pop dot cake,0.19,0.19,0,,Standard,Per stuk,https://www.lidl.nl/p/pop-dot-cake/p10033545,2026-09-06,Pop dot cake
Grof volkoren zonnepit heel,1.49,1.79,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/grof-volkoren-zonnepit-heel/p10033547,2026-09-06,Grof volkoren zonnepit heel
Donuts pinky,1.99,1.99,0,,Standard,4 stuks,https://www.lidl.nl/p/donuts-pinky/p10033549,2026-09-06,Donuts pinky
Appel notenpencee,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/appel-notenpencee/p10033551,2026-09-06,Appel notenpencee
Abrikoos-walnoot-plaatcake,2.99,2.99,0,,Standard,350 g,https://www.lidl.nl/p/abrikoos-walnoot-plaatcake/p10033553,2026-09-06,Abrikoos-walnoot-plaatcake
Shoarma,3.99,4.94,19,Lidl Plus (-19%),Member Deal,,https://www.lidl.nl/p/shoarma/p10033555,2026-09-06,Shoarma
Zalm op huid,7.99,7.99,0,,Standard,4 x 125 g,https://www.lidl.nl/p/zalm-op-huid/p10033743,2026-09-06,Zalm op huid
Wokgarnalen,7.99,7.99,0,,Standard,450 g,https://www.lidl.nl/p/wokgarnalen/p10033557,2026-09-06,Wokgarnalen
Gekruide varkensoesters,3.99,3.99,0,,Standard,2 stuks,https://www.lidl.nl/p/gekruide-varkensoesters/p10033559,2026-09-06,Gekruide varkensoesters
Zigeunergehakt-schnitzels,5.99,5.99,0,,Standard,800 gam,https://www.lidl.nl/p/zigeunergehakt-schnitzels/p10033561,2026-09-06,Zigeunergehakt-schnitzels
Extra mager rundergehakt,9.99,9.99,0,,Standard,750 gram,https://www.lidl.nl/p/extra-mager-rundergehakt/p10033563,2026-09-06,Extra mager rundergehakt
Spekreepjes,3.29,3.29,0,,Standard,380 g,https://www.lidl.nl/p/spekreepjes/p10033565,2026-09-06,Spekreepjes
Vega kaasschnitzel of plantaardige kip krokantschnitzel,1.59,1.77,10,,Standard,,https://www.lidl.nl/p/vega-kaasschnitzel-of-plantaardige-kip-krokantschnitzel/p10033567,2026-09-06,Vega kaasschnitzel of plantaardige kip krokantschnitzel
OPTIMEL Drinkyoghurt,1.19,1.19,0,,Standard,1 l,https://www.lidl.nl/p/optimel-drinkyoghurt/p10033569,2026-09-06,OPTIMEL Drinkyoghurt
"Bio melk, karnemelk & yoghurt",0.99,1.39,29,,Standard,1 l,https://www.lidl.nl/p/bio-melk-karnemelk-yoghurt/p10033745,2026-09-06,"Bio melk, karnemelk & yoghurt"
Diverse margarines,1.49,1.49,0,,Standard,250-500 g / 700 ml,https://www.lidl.nl/p/diverse-margarines/p10033571,2026-09-06,Diverse margarines
Koffiedrink,0.79,0.99,20,,Standard,330 ml,https://www.lidl.nl/p/koffiedrink/p10033573,2026-09-06,Koffiedrink
Premium muesli,2.49,3.56,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/premium-muesli/p10033575,2026-09-06,Premium muesli
LA VACHE QUI RIT Cheez Dippers,3.99,3.99,0,,Standard,8-pack,https://www.lidl.nl/p/la-vache-qui-rit-cheez-dippers/p10033577,2026-09-06,LA VACHE QUI RIT Cheez Dippers
Alle smoothies,0.99,1.49,34,Lidl Plus (tot -34%),Member Deal,,https://www.lidl.nl/p/alle-smoothies/p10033579,2026-09-06,Alle smoothies
HERO B'tween protein,1.79,1.79,0,,Standard,4 x 24 g,https://www.lidl.nl/p/hero-b-tween-protein/p10033581,2026-09-06,HERO B'tween protein
TEISSEIRE Siroop,4.99,4.99,0,,Standard,"1,3 liter",https://www.lidl.nl/p/teisseire-siroop/p10033583,2026-09-06,TEISSEIRE Siroop
WAGNER Piccolinis,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/wagner-piccolinis/p10033585,2026-09-06,WAGNER Piccolinis
XXL NUTRITION Fitmeals,3.49,6.65,48,,Standard,425 g,https://www.lidl.nl/p/xxl-nutrition-fitmeals/p10033587,2026-09-06,XXL NUTRITION Fitmeals
2-vaks maaltijd Oosterse stijl,2.99,3.79,21,,Standard,500 g,https://www.lidl.nl/p/2-vaks-maaltijd-oosterse-stijl/p10033589,2026-09-06,2-vaks maaltijd Oosterse stijl
Lasagne,1.99,2.45,19,Lidl Plus (-19%),Member Deal,,https://www.lidl.nl/p/lasagne/p10033591,2026-09-06,Lasagne
REMIA Mayonaise XL,2.69,2.69,0,,Standard,1 liter,https://www.lidl.nl/p/remia-mayonaise-xl/p10033593,2026-09-06,REMIA Mayonaise XL
"Vlaamse friet, kreukelfriet of rÃ¶sti rondjes",1.49,2.48,40,,Standard,1 kilo,https://www.lidl.nl/p/vlaamse-friet-kreukelfriet-of-rosti-rondjes/p10033747,2026-09-06,"Vlaamse friet, kreukelfriet of rÃ¶sti rondjes"
Focaccia,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/focaccia/p10033595,2026-09-06,Focaccia
Chilisaus,1.19,1.38,14,Lidl Plus (-14%),Member Deal,,https://www.lidl.nl/p/chilisaus/p10033597,2026-09-06,Chilisaus
LAY'S Gourmet,1.99,1.99,0,,Standard,145 g,https://www.lidl.nl/p/lay-s-gourmet/p10033599,2026-09-06,LAY'S Gourmet
Sinterklaassnoepgoed,0.99,0.99,0,,Standard,75 - 1000 g,https://www.lidl.nl/p/sinterklaassnoepgoed/p10033601,2026-09-06,Sinterklaassnoepgoed
MILKA MMMax,2.99,4.49,33,,Standard,250-300 g,https://www.lidl.nl/p/milka-mmmax/p10033603,2026-09-06,MILKA MMMax
LU PRINCE,1.99,1.99,0,,Standard,150 - 300 g,https://www.lidl.nl/p/lu-prince/p10033605,2026-09-06,LU PRINCE
SPA Reine of Intense,0.79,0.79,0,,Standard,1 l,https://www.lidl.nl/p/spa-reine-of-intense/p10033607,2026-09-06,SPA Reine of Intense
GERARDUS Quadruppel,4.99,4.99,0,,Standard,"0,75 l",https://www.lidl.nl/p/gerardus-quadruppel/p10033609,2026-09-06,GERARDUS Quadruppel
Chardonnay Pays d'Oc IGP,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/chardonnay-pays-d-oc-igp/p10033611,2026-09-06,Chardonnay Pays d'Oc IGP
SUN Pro-expert vaatwastabs,2.49,2.49,0,,Standard,16 tabs,https://www.lidl.nl/p/sun-pro-expert-vaatwastabs/p10033613,2026-09-06,SUN Pro-expert vaatwastabs
DURACELL Simply batterijen,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/duracell-simply-batterijen/p10033615,2026-09-06,DURACELL Simply batterijen
DREFT Max Power,2.49,2.49,0,,Standard,450 ml,https://www.lidl.nl/p/dreft-max-power/p10033617,2026-09-06,DREFT Max Power
Diepvriesfruit,4.19,4.19,0,,Standard,750-1000 g,https://www.lidl.nl/p/diepvriesfruit/p10033619,2026-09-06,Diepvriesfruit
Goudse extra belegen kaasplakken of stuk,4.19,4.19,0,,Standard,500 g,https://www.lidl.nl/p/goudse-extra-belegen-kaasplakken-of-stuk/p10033621,2026-09-06,Goudse extra belegen kaasplakken of stuk
Leverworst,1.99,1.99,0,,Standard,1 kilo,https://www.lidl.nl/p/leverworst/p10033623,2026-09-06,Leverworst
Nederlandse scharreleieren,4.79,4.79,0,,Standard,18 stuks,https://www.lidl.nl/p/nederlandse-scharreleieren/p10033625,2026-09-06,Nederlandse scharreleieren
Yorkham,1.99,1.99,0,,Standard,200 g,https://www.lidl.nl/p/yorkham/p10033627,2026-09-06,Yorkham
Schwarzwalder ham,2.99,2.99,0,,Standard,250 g,https://www.lidl.nl/p/schwarzwalder-ham/p10033629,2026-09-06,Schwarzwalder ham
Kip grillworst,2.39,2.39,0,,Standard,200 g,https://www.lidl.nl/p/kip-grillworst/p10033631,2026-09-06,Kip grillworst
Geraspte gratinkaas,4.99,4.99,0,,Standard,500 g,https://www.lidl.nl/p/geraspte-gratinkaas/p10033633,2026-09-06,Geraspte gratinkaas
Braadworsten,6.49,6.49,0,,Standard,12 stuks,https://www.lidl.nl/p/braadworsten/p10033635,2026-09-06,Braadworsten
Pannenkoeken,2.49,2.49,0,,Standard,12 stuks,https://www.lidl.nl/p/pannenkoeken/p10033637,2026-09-06,Pannenkoeken
Diepvriesvis,6.49,6.49,0,,Standard,800-1100 g,https://www.lidl.nl/p/diepvriesvis/p10033639,2026-09-06,Diepvriesvis
Verse roomkaas bieslook,2.29,2.29,0,,Standard,225 g,https://www.lidl.nl/p/verse-roomkaas-bieslook/p10033641,2026-09-06,Verse roomkaas bieslook
Macarons,9.99,9.99,0,,Standard,36 stuks,https://www.lidl.nl/p/macarons/p10033643,2026-09-06,Macarons
Croissant met cacao-hazelnootvulling,1.99,1.99,0,,Standard,5 x 65 g,https://www.lidl.nl/p/croissant-met-cacao-hazelnootvulling/p10033645,2026-09-06,Croissant met cacao-hazelnootvulling
Olijfolie,10.99,10.99,0,,Standard,"1,5 liter",https://www.lidl.nl/p/olijfolie/p10033647,2026-09-06,Olijfolie
Choco duo,3.99,3.99,0,,Standard,1 kg,https://www.lidl.nl/p/choco-duo/p10033649,2026-09-06,Choco duo
Muffins met chocolade,2.99,2.99,0,,Standard,540 g,https://www.lidl.nl/p/muffins-met-chocolade/p10033651,2026-09-06,Muffins met chocolade
Zacht zoete drop,3.29,3.29,0,,Standard,1 kg,https://www.lidl.nl/p/zacht-zoete-drop/p10033653,2026-09-06,Zacht zoete drop
(Vegan) patÃ©,0.99,1.48,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/vegan-pate/p10033655,2026-09-06,(Vegan) patÃ©
Warmgerookte haringfilet,0.99,1.19,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/warmgerookte-haringfilet/p10033657,2026-09-06,Warmgerookte haringfilet
Ovensnacks,1.99,2.66,25,Lidl Plus (tot -25%),Member Deal,,https://www.lidl.nl/p/ovensnacks/p10033749,2026-09-06,Ovensnacks
Vitamin drink,2.99,3.49,14,,Standard,6 x 500 ml,https://www.lidl.nl/p/vitamin-drink/p10033659,2026-09-06,Vitamin drink
ES Rueda verdejo,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/es-rueda-verdejo/p10033661,2026-09-06,ES Rueda verdejo
IT Prosecco DOC Frizzante of Cava DO Brut,4.12,5.49,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/it-prosecco-doc-frizzante-of-cava-do-brut/p10033663,2026-09-06,IT Prosecco DOC Frizzante of Cava DO Brut
Camaro,3.99,4.99,20,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/camaro/p10033665,2026-09-06,Camaro
PRESIDENT Le Brie,1.99,2.99,33,,Standard,200 g,https://www.lidl.nl/p/president-le-brie/p10033751,2026-09-06,PRESIDENT Le Brie
Roerbakmix champignons,1.79,1.99,10,Lidl Plus (-10%),Member Deal,,https://www.lidl.nl/p/roerbakmix-champignons/p10033753,2026-09-06,Roerbakmix champignons
Jonge bladsla en rucola,1.59,1.59,0,,Standard,150 g,https://www.lidl.nl/p/jonge-bladsla-en-rucola/p10033667,2026-09-06,Jonge bladsla en rucola
Diverse ijsbergsla,0.69,0.99,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/diverse-ijsbergsla/p10033755,2026-09-06,Diverse ijsbergsla
NAPOLEON,1.69,1.69,0,,Standard,225 g,https://www.lidl.nl/p/napoleon/p10033669,2026-09-06,NAPOLEON
M&M's Peanut strippack,2.99,2.99,0,,Standard,180 g,https://www.lidl.nl/p/m-m-s-peanut-strippack/p10033671,2026-09-06,M&M's Peanut strippack
MILKA,1.99,1.99,0,,Standard,150-260 g,https://www.lidl.nl/p/milka/p10033673,2026-09-06,MILKA
Mini mix ijs,2.49,3.46,28,,Standard,12 stuks,https://www.lidl.nl/p/mini-mix-ijs/p10033757,2026-09-06,Mini mix ijs
Amandelijsjes,1.99,2.99,33,,Standard,6 stuks,https://www.lidl.nl/p/amandelijsjes/p10033675,2026-09-06,Amandelijsjes
IJsrepen,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/ijsrepen/p10033677,2026-09-06,IJsrepen
Healthy fit proteÃ¯nerepen,1.29,1.69,24,,Standard,Per stuk,https://www.lidl.nl/p/healthy-fit-proteinerepen/p10033683,2026-09-06,Healthy fit proteÃ¯nerepen
SOLERO of TWISTER,3.99,3.99,0,,Standard,6-10 stuks,https://www.lidl.nl/p/solero-of-twister/p10033681,2026-09-06,SOLERO of TWISTER
ProteÃ¯ne ijsbeker,1.99,2.49,20,,Standard,500 ml,https://www.lidl.nl/p/proteine-ijsbeker/p10033679,2026-09-06,ProteÃ¯ne ijsbeker
Bolechrysant,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/bolechrysant/p10033685,2026-09-06,Bolechrysant
Grote kamerplantenmix,12.99,12.99,0,,Standard,,https://www.lidl.nl/p/grote-kamerplantenmix/p10033687,2026-09-06,Grote kamerplantenmix
Kamerplantenmix,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/kamerplantenmix/p10033689,2026-09-06,Kamerplantenmix
Calluna vulgaris,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/calluna-vulgaris/p10033759,2026-09-06,Calluna vulgaris
Keramieke bloempot Naro,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/keramieke-bloempot-naro/p10033691,2026-09-06,Keramieke bloempot Naro
Chrysanthemum,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/chrysanthemum/p10033693,2026-09-06,Chrysanthemum
Zomerboeket,1.49,1.99,25,,Standard,,https://www.lidl.nl/p/zomerboeket/p10033767,2026-09-06,Zomerboeket
Vetplant in magneetpot,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/vetplant-in-magneetpot/p10033695,2026-09-06,Vetplant in magneetpot
Calluna vulgaris 2 kleurig,2.29,2.29,0,,Standard,,https://www.lidl.nl/p/calluna-vulgaris-2-kleurig/p10033697,2026-09-06,Calluna vulgaris 2 kleurig
Phalaenopsis 2-taks,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/phalaenopsis-2-taks/p10033699,2026-09-06,Phalaenopsis 2-taks
HERTOG JAN,4.99,6.65,25,,Standard,,https://www.lidl.nl/p/hertog-jan/p10033701,2026-09-06,HERTOG JAN
LEFFE BLOND of TRIPEL KARMELIET,6.49,6.49,0,,Standard,,https://www.lidl.nl/p/leffe-blond-of-tripel-karmeliet/p10033703,2026-09-06,LEFFE BLOND of TRIPEL KARMELIET
FANTA of FERNANDES,1.99,3.75,47,,Standard,4 x 250 ml,https://www.lidl.nl/p/fanta-of-fernandes/p10033705,2026-09-06,FANTA of FERNANDES
MARS Mini Mix,3.99,5.59,29,,Standard,25 stuks,https://www.lidl.nl/p/mars-mini-mix/p10033707,2026-09-06,MARS Mini Mix
KATJA Zure matten,0.99,1.39,29,,Standard,125 g,https://www.lidl.nl/p/katja-zure-matten/p10033709,2026-09-06,KATJA Zure matten
HARIBO Cherries of Peaches,1.89,2.15,12,Lidl Plus (-12%),Member Deal,,https://www.lidl.nl/p/haribo-cherries-of-peaches/p10033711,2026-09-06,HARIBO Cherries of Peaches
Kip cordon bleu,4.99,5.99,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/kip-cordon-bleu/p10033713,2026-09-06,Kip cordon bleu
Varkensfiletlapjes,3.49,4.47,22,Lidl Plus (-22%),Member Deal,,https://www.lidl.nl/p/varkensfiletlapjes/p10033715,2026-09-06,Varkensfiletlapjes
HERO Cassis,1.49,1.49,0,,Standard,"1,25 l",https://www.lidl.nl/p/hero-cassis/p10033717,2026-09-06,HERO Cassis
COCA-COLA,1.79,2.15,17,,Standard,"1,5 liter",https://www.lidl.nl/p/coca-cola/p10033719,2026-09-06,COCA-COLA
QUAKER Cruesli,4.19,5.55,25,,Standard,850 g,https://www.lidl.nl/p/quaker-cruesli/p10033721,2026-09-06,QUAKER Cruesli
HELA Curry ketchup,2.49,3.15,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/hela-curry-ketchup/p10033723,2026-09-06,HELA Curry ketchup
YUM YUM Kip of garnalen,0.39,0.64,39,,Standard,60 g,https://www.lidl.nl/p/yum-yum-kip-of-garnalen/p10033725,2026-09-06,YUM YUM Kip of garnalen
WITTE REUS Toiletblokken,2.49,7.49,67,,Standard,2 x 50 g,https://www.lidl.nl/p/witte-reus-toiletblokken/p10033727,2026-09-06,WITTE REUS Toiletblokken
Suikermais,1.49,2.49,40,Lidl Plus (-40%),Member Deal,,https://www.lidl.nl/p/suikermais/p10033761,2026-09-06,Suikermais
Nederlandse pruimen,1.89,2.99,37,Lidl Plus (-37%),Member Deal,,https://www.lidl.nl/p/nederlandse-pruimen/p10033763,2026-09-06,Nederlandse pruimen
Alle tapas,0.99,1.23,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/alle-tapas/p10033729,2026-09-06,Alle tapas
CORONA,8.99,8.99,0,,Standard,"12 x 0,25 l",https://www.lidl.nl/p/corona/p10033731,2026-09-06,CORONA
CHIO Heartbreakers,1.49,2.49,40,,Standard,170 g,https://www.lidl.nl/p/chio-heartbreakers/p10033765,2026-09-06,CHIO Heartbreakers
Desem steenoven baguette,0.69,0.99,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/desem-steenoven-baguette/p10033733,2026-09-06,Desem steenoven baguette
FR Pays d'Oc IGP rosÃ©,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/fr-pays-d-oc-igp-rose/p10033735,2026-09-06,FR Pays d'Oc IGP rosÃ©
