title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Verse magere melk,0.79,0.95,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/verse-magere-melk/p10031528,2026-08-03,Verse magere melk
Vakantie-kaas jong belegen stuk,5.99,5.99,0,,Standard,750 g,https://www.lidl.nl/p/vakantie-kaas-jong-belegen-stuk/p10031660,2026-08-03,Vakantie-kaas jong belegen stuk
Premium muesli,2.49,3.69,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/premium-muesli/p10031530,2026-08-03,Premium muesli
Filet americain,1.49,2.09,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/filet-americain/p10031532,2026-08-03,Filet americain
HEKS'NKAAS,1.99,2.99,33,,Standard,200 g,https://www.lidl.nl/p/heks-nkaas/p10031534,2026-08-03,HEKS'NKAAS
Kipfilet naturel of gerookt,1.99,1.99,0,Lidl Plus (Tot -23%),Member Deal,,https://www.lidl.nl/p/kipfilet-naturel-of-gerookt/p10031536,2026-08-03,Kipfilet naturel of gerookt
Gerookte zalm,6.99,11.37,39,,Standard,300 g,https://www.lidl.nl/p/gerookte-zalm/p10031538,2026-08-03,Gerookte zalm
Gegrilde beenham,1.49,2.49,40,,Standard,125 g,https://www.lidl.nl/p/gegrilde-beenham/p10031540,2026-08-03,Gegrilde beenham
Maatjesharing met ui,2.99,4.39,32,,Standard,4 stuks,https://www.lidl.nl/p/maatjesharing-met-ui/p10031542,2026-08-03,Maatjesharing met ui
WAGNER Pizzeria style,2.49,2.49,0,,Standard,365 g,https://www.lidl.nl/p/wagner-pizzeria-style/p10031544,2026-08-03,WAGNER Pizzeria style
Pizzakit,1.39,1.79,22,,Standard,600 g,https://www.lidl.nl/p/pizzakit/p10031546,2026-08-03,Pizzakit
Knakworsten,0.99,1.42,30,,Standard,400 g,https://www.lidl.nl/p/knakworsten/p10031548,2026-08-03,Knakworsten
Chicken wings bucket hot & mild,5.99,5.99,0,,Standard,750 g,https://www.lidl.nl/p/chicken-wings-bucket-hot-mild/p10031550,2026-08-03,Chicken wings bucket hot & mild
Tonijn Naturel of in zonnebloemolie,1.49,1.79,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/tonijn-naturel-of-in-zonnebloemolie/p10031552,2026-08-03,Tonijn Naturel of in zonnebloemolie
Mini crackers,1.29,1.29,0,Lidl Plus (Tot -35%),Member Deal,,https://www.lidl.nl/p/mini-crackers/p10031554,2026-08-03,Mini crackers
Wafelhoornijsjes,2.79,2.79,0,,Standard,6 x 110 ml,https://www.lidl.nl/p/wafelhoornijsjes/p10031556,2026-08-03,Waffle cone ice creams
Quiche,2.49,3.49,29,,Standard,350 g,https://www.lidl.nl/p/quiche/p10031662,2026-08-03,Quiche
ALMONDY DAIM taart,4.99,4.99,0,,Standard,400 g,https://www.lidl.nl/p/almondy-daim-taart/p10031558,2026-08-03,ALMONDY DAIM taart
Kroepoek,1.19,1.19,0,,Standard,125 g,https://www.lidl.nl/p/kroepoek/p10031560,2026-08-03,Kroepoek
WITTE REUS Toiletblok,1.49,1.49,0,,Standard,,https://www.lidl.nl/p/witte-reus-toiletblok/p10031562,2026-08-03,WITTE REUS Toiletblok
HARIBO,2.99,4.09,27,,Standard,550 g,https://www.lidl.nl/p/haribo/p10031564,2026-08-03,HARIBO
Fruit drinks,3.99,4.49,11,,Standard,14 stuks,https://www.lidl.nl/p/fruit-drinks/p10031566,2026-08-03,Fruit drinks
APPELSIENTJE,1.99,2.99,33,,Standard,1 l,https://www.lidl.nl/p/appelsientje/p10031568,2026-08-03,APPELSIENTJE
ORANGINA,1.99,1.99,0,,Standard,"1,5 l",https://www.lidl.nl/p/orangina/p10031570,2026-08-03,ORANGINA
FANTA of SPRITE,1.69,2.49,32,,Standard,"1,5 l",https://www.lidl.nl/p/fanta-of-sprite/p10031572,2026-08-03,FANTA of SPRITE
Diamond calorie-arme frisdrank,0.89,1.19,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/diamond-calorie-arme-frisdrank/p10031574,2026-08-03,Diamond calorie-arme frisdrank
AFFLIGEM 0.0,3.99,3.99,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/affligem-0-0/p10031576,2026-08-03,AFFLIGEM 0.0
Zweigelt CuvÃ©e,3.99,5.29,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/zweigelt-cuvee/p10031578,2026-08-03,Zweigelt CuvÃ©e
HEINEKEN pils,4.49,5.99,25,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/heineken-pils/p10031580,2026-08-03,HEINEKEN pils
AMSTEL of AFFLIGEM,4.99,4.99,0,,Standard,"8 x 0,33 l",https://www.lidl.nl/p/amstel-of-affligem/p10031582,2026-08-03,AMSTEL of AFFLIGEM
Gerardus Speciaalbieren,1.19,1.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/gerardus-speciaalbieren/p10027375,2026-08-03,Gerardus Speciaalbieren
ALESTO Pistachenoten gezouten,2.49,2.85,13,Lidl Plus (-13%),Member Deal,,https://www.lidl.nl/p/alesto-pistachenoten-gezouten/p10031584,2026-08-03,ALESTO Pistachenoten gezouten
Prei fijngesneden,0.69,0.99,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/prei-fijngesneden/p10031586,2026-08-03,Prei fijngesneden
Plantaardige falafel of balletjes,1.29,1.29,0,Lidl Plus (tot -13%),Member Deal,,https://www.lidl.nl/p/plantaardige-falafel-of-balletjes/p10031664,2026-08-03,Plantaardige falafel of balletjes
Californische amandelmeel,2.19,3.49,37,,Standard,200 g,https://www.lidl.nl/p/californische-amandelmeel/p10031590,2026-08-03,Californische amandelmeel
Plantaardige groenteburger,1.49,1.69,12,,Standard,200 g,https://www.lidl.nl/p/plantaardige-groenteburger/p10031592,2026-08-03,Plantaardige groenteburger
Kokosdessert,0.49,0.69,29,,Standard,150 g,https://www.lidl.nl/p/kokosdessert/p10031594,2026-08-03,Kokosdessert
Rundvleeshamburger,7.99,9.49,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/rundvleeshamburger/p10031596,2026-08-03,Rundvleeshamburger
Vegan patÃ©,1.29,1.49,13,,Standard,125 g,https://www.lidl.nl/p/vegan-pate/p10031598,2026-08-03,Vegan patÃ©
Chocolade met hazelnoot en rozijn,0.99,1.39,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/chocolade-met-hazelnoot-en-rozijn/p10031600,2026-08-03,Chocolade met hazelnoot en rozijn
Wasverzachter,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/wasverzachter/p10031604,2026-08-03,Fabric softener
Tuinhortensia,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/tuinhortensia/p10031608,2026-08-03,Garden hydrangea
Gladiolen,2.49,3.49,29,,Standard,7 stelen,https://www.lidl.nl/p/gladiolen/p10031666,2026-08-03,Gladiolen
Blauwe bessenstruik,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/blauwe-bessenstruik/p10031606,2026-08-03,Blauwe bessenstruik
Bio vijgenboom,8.99,8.99,0,,Standard,,https://www.lidl.nl/p/bio-vijgenboom/p10031610,2026-08-03,Bio vijgenboom
Rozenboeket in mand,8.99,8.99,0,,Standard,,https://www.lidl.nl/p/rozenboeket-in-mand/p10031612,2026-08-03,Rozenboeket in mand
Cactus of vetplant,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/cactus-of-vetplant/p10031614,2026-08-03,Cactus of vetplant
Keramieke pot Bari,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/keramieke-pot-bari/p10031616,2026-08-03,Keramieke pot Bari
Rotsplantenmix,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/rotsplantenmix/p10031618,2026-08-03,Rotsplantenmix
DOUWE EGBERTS Koffiebonen,6.99,6.99,0,,Standard,Halve kilo,https://www.lidl.nl/p/douwe-egberts-koffiebonen/p10031620,2026-08-03,DOUWE EGBERTS Koffiebonen
Frans stokbrood,0.69,0.99,30,,Standard,,https://www.lidl.nl/p/frans-stokbrood/p10031668,2026-08-03,Frans stokbrood
CAMPINA Griekse stijl yoghurt,2.49,2.49,0,,Standard,1 kilo,https://www.lidl.nl/p/campina-griekse-stijl-yoghurt/p10031622,2026-08-03,CAMPINA Griekse stijl yoghurt
TUC original,1.99,2.79,29,,Standard,,https://www.lidl.nl/p/tuc-original/p10031624,2026-08-03,TUC original
NESTLÃ mini mix,3.99,5.39,26,,Standard,25 stuks,https://www.lidl.nl/p/nestle-mini-mix/p10031626,2026-08-03,NESTLÃ mini mix
MAGNUM Mini,4.49,8.49,47,,Standard,10 stuks,https://www.lidl.nl/p/magnum-mini/p10031628,2026-08-03,MAGNUM Mini
Kipburger,3.79,5.49,31,Lidl Plus (-31%),Member Deal,,https://www.lidl.nl/p/kipburger/p10031630,2026-08-03,Kipburger
PRINGLES,1.69,2.49,32,,Standard,165 g,https://www.lidl.nl/p/pringles/p10031632,2026-08-03,PRINGLES
Kip-BBQ-worst piri piri,1.99,3.19,38,Lidl Plus (-38%),Member Deal,,https://www.lidl.nl/p/kip-bbq-worst-piri-piri/p10031670,2026-08-03,Kip-BBQ-worst piri piri
KNORR Wereldgerechten XL,2.99,2.99,0,Lidl Plus (Tot -33%),Member Deal,,https://www.lidl.nl/p/knorr-wereldgerechten-xl/p10031634,2026-08-03,KNORR Wereldgerechten XL
Paprikamix,1.29,1.89,32,Lidl Plus (-31%),Member Deal,,https://www.lidl.nl/p/paprikamix/p10031844,2026-08-03,Paprikamix
Snackkomkommers,3.49,5.29,34,,Standard,700 gram,https://www.lidl.nl/p/snackkomkommers/p10031636,2026-08-03,Snackkomkommers
Nectarines,1.49,2.99,50,Lidl Plus (-50%),Member Deal,,https://www.lidl.nl/p/nectarines/p10031638,2026-08-03,Nectarines
DUBBELFRISSS,1.39,2.49,44,Lidl Plus (-44%),Member Deal,,https://www.lidl.nl/p/dubbelfrisss/p10031640,2026-08-03,DUBBELFRISSS
Sauvignon Blanc Marlborough '24,4.49,5.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/sauvignon-blanc-marlborough-24/p10031642,2026-08-03,Sauvignon Blanc Marlborough '24
BACARDI,1.64,2.19,25,,Standard,"0,25 l",https://www.lidl.nl/p/bacardi/p10031644,2026-08-03,BACARDI
LAY'S Flatchips,1.29,1.29,0,,Standard,200 g,https://www.lidl.nl/p/lay-s-flatchips/p10031646,2026-08-03,LAY'S Flatchips
Wokgarnalen,2.99,3.79,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/wokgarnalen/p10031672,2026-08-03,Wokgarnalen
