title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Aardappels kruimig of vastkokend,0.89,1.19,25,,Standard,1 kilo,https://www.lidl.nl/p/aardappels-kruimig-of-vastkokend/p10032214,2026-08-21,Potatoes floury or waxy
Croissant ham/kaas,0.59,0.88,33,,Standard,Per stuk,https://www.lidl.nl/p/croissant-ham-kaas/p10032240,2026-08-21,Croissant ham/cheese
Volkoren bollen,0.99,1.44,31,,Standard,10 stuks,https://www.lidl.nl/p/volkoren-bollen/p10032242,2026-08-21,Whole wheat buns
Brownietaart,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/brownietaart/p10032244,2026-08-21,Brownie pie
Volkorenbol,0.39,0.55,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/volkorenbol/p10032246,2026-08-21,Whole wheat bun
Rol Mexicaanse stijl,1.49,1.49,0,,Standard,Per stuk,https://www.lidl.nl/p/rol-mexicaanse-stijl/p10032248,2026-08-21,Mexican style roll
Roze fondant pencee,2.49,2.49,0,,Standard,260 g,https://www.lidl.nl/p/roze-fondant-pencee/p10032250,2026-08-21,Pink fondant pennies
Kokos berlinerbol,0.79,0.79,0,,Standard,Per stuk,https://www.lidl.nl/p/kokos-berlinerbol/p10032252,2026-08-21,Coconut Berlin bun
BBQ-worstjes piri piri,1.99,3.19,38,,Standard,420 g,https://www.lidl.nl/p/bbq-worstjes-piri-piri/p10032254,2026-08-21,BBQ piri piri sausages
Kipfilet,5.99,8.28,28,,Standard,600 g,https://www.lidl.nl/p/kipfilet/p10032256,2026-08-21,Chicken fillet
Schouderfiletlapjes XXL,6.99,6.99,0,,Standard,800 gram,https://www.lidl.nl/p/schouderfiletlapjes-xxl/p10032258,2026-08-21,Shoulder fillet steaks XXL
Kipdijspies yakitori,4.99,5.69,12,Lidl Plus (-12%),Member Deal,,https://www.lidl.nl/p/kipdijspies-yakitori/p10032260,2026-08-21,Chicken thigh skewer yakitori
Knakworsten,3.99,4.46,11,,Standard,12 stuks,https://www.lidl.nl/p/knakworsten/p10032262,2026-08-21,Knacks
Pangasiusfilet tuinkruiden,3.49,3.49,0,,Standard,300 g,https://www.lidl.nl/p/pangasiusfilet-tuinkruiden/p10032264,2026-08-21,Pangasius fillet garden herbs
Vegan champignonburger of shoarma,1.99,2.49,20,Lidl Plus (tot -20%),Member Deal,,https://www.lidl.nl/p/vegan-champignonburger-of-shoarma/p10032414,2026-08-21,Vegan mushroom burger or shawarma
Verse sappen of smoothies,1.69,2.65,36,,Standard,500 ml,https://www.lidl.nl/p/verse-sappen-of-smoothies/p10032266,2026-08-21,Fresh juices or smoothies
100% pindakaas,1.99,2.98,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/100-pindakaas/p10032268,2026-08-21,100% peanut butter
Runderrookvlees,2.49,2.95,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/runderrookvlees/p10032270,2026-08-21,Beef smoked meat
Kipfilet pittig of tuinkruiden,2.29,2.99,23,Lidl Plus (tot -23%),Member Deal,,https://www.lidl.nl/p/kipfilet-pittig-of-tuinkruiden/p10032272,2026-08-21,Chicken fillet spicy or garden herbs
Goudse belegen kaasplakken,3.99,4.46,11,,Standard,500 g,https://www.lidl.nl/p/goudse-belegen-kaasplakken/p10032274,2026-08-21,Gouda mature cheese slices
YAKULT original,2.99,3.97,25,,Standard,8-pack,https://www.lidl.nl/p/yakult-original/p10032276,2026-08-21,YAKULT original
DANIO,0.89,0.89,0,,Standard,165 g,https://www.lidl.nl/p/danio/p10032278,2026-08-21,DANIO
Chocolade vla,0.99,1.35,27,Lidl Plus (-27%),Member Deal,,https://www.lidl.nl/p/chocolade-vla/p10032280,2026-08-21,Chocolate custard
Olijfolie mild,6.49,7.99,19,,Standard,1 liter,https://www.lidl.nl/p/olijfolie-mild/p10032282,2026-08-21,Olive oil mild
CROMA Bakken en Braden,2.99,4.49,33,,Standard,,https://www.lidl.nl/p/croma-bakken-en-braden/p10032284,2026-08-21,CROMA Baking and Roasting
CrÃ¨me fraÃ®che,0.89,0.98,9,Lidl Plus (-9%),Member Deal,,https://www.lidl.nl/p/creme-fraiche/p10032286,2026-08-21,Crème fraiche
Ricotta,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/ricotta/p10032288,2026-08-21,Ricotta
PARRANO Snippers of rasp,1.69,1.69,0,,Standard,80-100 g,https://www.lidl.nl/p/parrano-snippers-of-rasp/p10032290,2026-08-21,PARRANO Chips or grater
GALBANI Mozzarella,1.99,1.99,0,,Standard,150-200 g,https://www.lidl.nl/p/galbani-mozzarella/p10032292,2026-08-21,GALBANI Mozzarella
CALVÃ Saus,0.88,2.25,61,,Standard,320 ml,https://www.lidl.nl/p/calve-saus/p10032294,2026-08-21,CALVÃ Sauce
Friet of aardappelpartjes,0.99,2.25,56,,Standard,750 g - 1 kg,https://www.lidl.nl/p/friet-of-aardappelpartjes/p10032296,2026-08-21,Fries or potato wedges
CALVÃ Mayonaise of Yofresh,1.89,1.89,0,,Standard,430 ml,https://www.lidl.nl/p/calve-mayonaise-of-yofresh/p10032298,2026-08-21,CALVÃ Mayonnaise or Yofresh
HELLMANN'S Mayonaise,1.99,1.99,0,,Standard,430 ml,https://www.lidl.nl/p/hellmann-s-mayonaise/p10032300,2026-08-21,HELLMANN'S Mayonnaise
Biologische groente pizza,2.99,3.49,14,Lidl Plus (-14%),Member Deal,,https://www.lidl.nl/p/biologische-groente-pizza/p10032302,2026-08-21,Organic vegetable pizza
Mosterd,0.49,0.71,31,Lidl Plus (-31%),Member Deal,,https://www.lidl.nl/p/mosterd/p10032304,2026-08-21,Mustard
Mini-mix ijs classic,2.79,3.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/mini-mix-ijs-classic/p10032306,2026-08-21,Mini mix ice cream classic
IJsjes,1.49,1.49,0,,Standard,3 - 4 stuks,https://www.lidl.nl/p/ijsjes/p10032416,2026-08-21,Ice creams
Macadamia's gezouten,2.79,3.29,15,Lidl Plus (-15%),Member Deal,,https://www.lidl.nl/p/macadamia-s-gezouten/p10032308,2026-08-21,Salted macadamias
Notenmelange royal mix,3.49,3.98,12,,Standard,300 g,https://www.lidl.nl/p/notenmelange-royal-mix/p10032310,2026-08-21,Nut blend royal mix
HARIBO Pool Party of Camping Fun,3.49,3.49,0,,Standard,650 g,https://www.lidl.nl/p/haribo-pool-party-of-camping-fun/p10032312,2026-08-21,HARIBO Pool Party or Camping Fun
Uitdeelkoekjes,1.69,2.19,23,Lidl Plus (-23%),Member Deal,,https://www.lidl.nl/p/uitdeelkoekjes/p10032314,2026-08-21,Handout cookies
Mini botergaletten,2.89,2.89,0,,Standard,350 g,https://www.lidl.nl/p/mini-botergaletten/p10032316,2026-08-21,Mini butter galettes
Kaasstengels,0.99,1.19,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/kaasstengels/p10032318,2026-08-21,Cheese sticks
Zure wormen of perzikringen,1.49,1.79,17,,Standard,400 g,https://www.lidl.nl/p/zure-wormen-of-perzikringen/p10032320,2026-08-21,Sour worms or peach rings
Luxe chocoladerepen,3.99,3.99,0,,Standard,100 g,https://www.lidl.nl/p/luxe-chocoladerepen/p10032322,2026-08-21,Luxury chocolate bars
APPELSIENTJE FruitDrink,0.99,0.99,0,,Standard,1 l,https://www.lidl.nl/p/appelsientje-fruitdrink/p10032324,2026-08-21,APPELSIENTJE FruitDrink
HERO B'TWEEN,1.69,1.69,0,,Standard,120 - 150 g,https://www.lidl.nl/p/hero-b-tween/p10032326,2026-08-21,HERO B'TWEEN
TUC,0.79,0.79,0,,Standard,100 g,https://www.lidl.nl/p/tuc/p10032328,2026-08-21,TUC
MAAZA,1.49,1.49,0,,Standard,1 l,https://www.lidl.nl/p/maaza/p10032332,2026-08-21,MAAZA
DUBBELFRISSS,1.39,1.39,0,,Standard,"1,5 l",https://www.lidl.nl/p/dubbelfrisss/p10032334,2026-08-21,DOUBLEFRISSS
Groene ijsthee,0.99,1.25,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/groene-ijsthee/p10032336,2026-08-21,Green iced tea
HEINEKEN 0.0%,2.49,5.99,58,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/heineken-0-0/p10032338,2026-08-21,HEINEKEN 0.0%
TEXELS SKUUMKOPPE 0.0%,4.99,10.99,55,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/texels-skuumkoppe-0-0/p10032340,2026-08-21,TEXELS SKUUMKOPPE 0.0%
TEXELS SKUUMKOPPE,7.49,7.49,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/texels-skuumkoppe/p10032342,2026-08-21,TEXELS SKUUMKOPPE
APEROL of APEROL SPRITZ,7.79,7.79,0,,Standard,,https://www.lidl.nl/p/aperol-of-aperol-spritz/p10032344,2026-08-21,APEROL or APEROL SPRITZ
Pinot Grigio delle Venezie DOC,2.89,3.85,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/pinot-grigio-delle-venezie-doc/p10032346,2026-08-21,Pinot Grigio delle Venezie DOC
Coteaux Varois en Provence AOP,4.49,5.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/coteaux-varois-en-provence-aop/p10032348,2026-08-21,Coteaux Varois en Provence AOP
BREEZER,1.64,2.19,25,,Standard,250 - 275 ml,https://www.lidl.nl/p/breezer/p10032350,2026-08-21,BREEZER
ROBIJN Wasmiddel,3.99,3.99,0,,Standard,"1,2 liter",https://www.lidl.nl/p/robijn-wasmiddel/p10032352,2026-08-21,RUBY Detergent
LENOR Wasverzachter,5.99,5.99,0,,Standard,"1,87 l",https://www.lidl.nl/p/lenor-wasverzachter/p10032354,2026-08-21,LENOR Fabric softener
GLORIX Toiletblokken,1.99,1.99,0,,Standard,2 x 55 g,https://www.lidl.nl/p/glorix-toiletblokken/p10032356,2026-08-21,GLORIX Toilet blocks
Cyclaam,1.59,1.59,0,,Standard,,https://www.lidl.nl/p/cyclaam/p10032358,2026-08-21,Cyclamen
Kamerplant in trendy scooter,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/kamerplant-in-trendy-scooter/p10032360,2026-08-21,Houseplant in trendy scooter
Bananenplant,7.99,7.99,0,,Standard,,https://www.lidl.nl/p/bananenplant/p10032362,2026-08-21,Banana plant
Zomeraster,1.49,1.99,25,,Standard,7-10 stelen,https://www.lidl.nl/p/zomeraster/p10032418,2026-08-21,Summer grid
Keramieke pot 'modern',6.49,6.49,0,,Standard,,https://www.lidl.nl/p/keramieke-pot-modern/p10032364,2026-08-21,Ceramic pot 'modern'
Chrysantenmix,1.49,1.49,0,,Standard,,https://www.lidl.nl/p/chrysantenmix/p10032366,2026-08-21,Chrysanthemum mix
Keramieke pot 'Galestro',7.99,7.99,0,,Standard,,https://www.lidl.nl/p/keramieke-pot-galestro/p10032368,2026-08-21,Ceramic pot 'Galestro'
FUZE TEA,1.49,3.09,52,Lidl Plus (-52%),Member Deal,,https://www.lidl.nl/p/fuze-tea/p10032374,2026-08-21,FUZE TEA
TEISSEIRE,2.99,2.99,0,,Standard,600 ml,https://www.lidl.nl/p/teisseire/p10032376,2026-08-21,TEISSEIRE
ERU Goudkuipje,1.99,2.85,30,,Standard,200 g,https://www.lidl.nl/p/eru-goudkuipje/p10032378,2026-08-21,ERU Goudkuipje
BRINTA,1.49,1.89,21,,Standard,500 g,https://www.lidl.nl/p/brinta/p10032380,2026-08-21,BRINTA
Trolli mini burgers,1.89,2.49,24,,Standard,170 g,https://www.lidl.nl/p/trolli-mini-burgers/p10032382,2026-08-21,Trolli mini burgers
MONSTER,1.29,1.29,0,,Standard,500 ml,https://www.lidl.nl/p/monster/p10032384,2026-08-21,SAMPLE
UNOX Soep in zak,1.99,4.39,55,,Standard,570 ml,https://www.lidl.nl/p/unox-soep-in-zak/p10032386,2026-08-21,UNOX Soup in bag
Runder grillburgers,3.49,4.15,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/runder-grillburgers/p10032388,2026-08-21,Beef grill burgers
Wokgarnalen,2.99,3.79,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/wokgarnalen/p10032390,2026-08-21,Stir-fried shrimp
Schouderkarbonades,3.99,5.57,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/schouderkarbonades/p10032392,2026-08-21,Shoulder chops
CHIO Heartbreakers,1.39,1.39,0,,Standard,125 g,https://www.lidl.nl/p/chio-heartbreakers/p10032394,2026-08-21,CHIO Heartbreakers
DREFT Afwasmiddel,2.99,6.29,52,Lidl Plus (-52%),Member Deal,,https://www.lidl.nl/p/dreft-afwasmiddel/p10032396,2026-08-21,DREFT Dishwashing liquid
Nectarines,0.99,1.89,48,Lidl Plus (-48%),Member Deal,,https://www.lidl.nl/p/nectarines/p10032420,2026-08-21,Nectarines
Desem steenoven baguette,0.69,0.99,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/desem-steenoven-baguette/p10032398,2026-08-21,Sourdough stone oven baguette
Zeeuwse super-mosselen,6.99,8.99,22,Lidl Plus (-22%),Member Deal,,https://www.lidl.nl/p/zeeuwse-super-mosselen/p10032400,2026-08-21,Zeeland super mussels
PATURAIN,2.79,4.19,33,,Standard,250 g,https://www.lidl.nl/p/paturain/p10032402,2026-08-21,PATURAIN
Noten in cup,1.29,1.81,29,,Standard,,https://www.lidl.nl/p/noten-in-cup/p10032404,2026-08-21,Nuts in cup
HERO Cassis,1.19,1.19,0,,Standard,"1,25 l",https://www.lidl.nl/p/hero-cassis/p10032406,2026-08-21,HERO Cassis
Calluna vulgaris,1.69,1.69,0,,Standard,,https://www.lidl.nl/p/calluna-vulgaris/p10032370,2026-08-21,Calluna vulgaris
AloÃ« vera,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/aloe-vera/p10032372,2026-08-21,Aloe vera
