title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Premium druiven,1.49,2.49,40,Lidl Plus (-40%),Member Deal,,https://www.lidl.nl/p/premium-druiven/p10032631,2026-08-24,Premium druiven
Radijs,0.69,0.89,22,,Standard,250 g,https://www.lidl.nl/p/radijs/p10032633,2026-08-24,Radijs
Lente ui,0.69,0.89,22,,Standard,Per bos,https://www.lidl.nl/p/lente-ui/p10032635,2026-08-24,Lente ui
Verse vijgen,0.49,0.89,45,,Standard,Per stuk,https://www.lidl.nl/p/verse-vijgen/p10032637,2026-08-24,Verse vijgen
Italiaanse roerbakgroenten,2.29,2.99,23,,Standard,600 g,https://www.lidl.nl/p/italiaanse-roerbakgroenten/p10032639,2026-08-24,Italiaanse roerbakgroenten
Maaltijdsalades,2.29,3.29,30,Lidl Plus (tot -30%),Member Deal,,https://www.lidl.nl/p/maaltijdsalades/p10032847,2026-08-24,Maaltijdsalades
Frikandelbroodje,0.89,1.4,36,,Standard,235 g,https://www.lidl.nl/p/frikandelbroodje/p10032641,2026-08-24,Frikandelbroodje
Bruine bollen,1.29,1.29,0,,Standard,,https://www.lidl.nl/p/bruine-bollen/p10032643,2026-08-24,Bruine bollen
Walnoten-honingbroodje,0.49,0.59,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/walnoten-honingbroodje/p10032849,2026-08-24,Walnoten-honingbroodje
Sesam volkoren lang lekker,1.69,1.99,15,Lidl Plus (-15%),Member Deal,,https://www.lidl.nl/p/sesam-volkoren-lang-lekker/p10032851,2026-08-24,Sesam volkoren lang lekker
Rustiek volkoren desem batard,1.79,2.19,18,Lidl Plus (-18%),Member Deal,,https://www.lidl.nl/p/rustiek-volkoren-desem-batard/p10032647,2026-08-24,Rustiek volkoren desem batard
Cronut met kokossmaak,0.99,0.99,0,,Standard,Per stuk,https://www.lidl.nl/p/cronut-met-kokossmaak/p10032649,2026-08-24,Cronut met kokossmaak
Citroencake,2.99,2.99,0,,Standard,350 g,https://www.lidl.nl/p/citroencake/p10032651,2026-08-24,Citroencake
Diamanthaas gemarineerd,2.49,2.49,0,,Standard,250 g,https://www.lidl.nl/p/diamanthaas-gemarineerd/p10032653,2026-08-24,Diamanthaas gemarineerd
BBQ-worst jalepeÃ±o,2.69,2.69,0,,Standard,300 g,https://www.lidl.nl/p/bbq-worst-jalepeno/p10032655,2026-08-24,BBQ-worst jalepeÃ±o
Kipfiletblokjes,6.99,9.28,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/kipfiletblokjes/p10032657,2026-08-24,Kipfiletblokjes
Varkenshaas-medaillons gemarineerd,6.99,6.99,0,,Standard,360 g,https://www.lidl.nl/p/varkenshaas-medaillons-gemarineerd/p10032659,2026-08-24,Varkenshaas-medaillons gemarineerd
Maatjesharing met ui,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/maatjesharing-met-ui/p10032853,2026-08-24,Maatjesharing met ui
Hele zalmzijde op huid,1.79,1.79,0,,Standard,,https://www.lidl.nl/p/hele-zalmzijde-op-huid/p10032661,2026-08-24,Hele zalmzijde op huid
Kip ovenschotel sweet chili,4.99,4.99,0,,Standard,580 g,https://www.lidl.nl/p/kip-ovenschotel-sweet-chili/p10032663,2026-08-24,Kip ovenschotel sweet chili
Plantaardige nuggets of kipburger,1.49,1.95,24,Lidl Plus (tot -24%),Member Deal,,https://www.lidl.nl/p/plantaardige-nuggets-of-kipburger/p10032665,2026-08-24,Plantaardige nuggets of kipburger
Valess,2.49,3.55,30,,Standard,160-180 g,https://www.lidl.nl/p/valess/p10032667,2026-08-24,Valess
Griekse stijl yoghurt 2%,1.89,2.3,18,,Standard,"1,1 kilo",https://www.lidl.nl/p/griekse-stijl-yoghurt-2/p10032669,2026-08-24,Griekse stijl yoghurt 2%
Goudse kaasplakken,2.79,3.89,28,,Standard,400 g,https://www.lidl.nl/p/goudse-kaasplakken/p10032671,2026-08-24,Goudse kaasplakken
Fruit-yoghurt Griekse style,1.99,2.45,19,Lidl Plus (-19%),Member Deal,,https://www.lidl.nl/p/fruit-yoghurt-griekse-style/p10032673,2026-08-24,Fruit-yoghurt Griekse style
Gerookte scharrel kipfilet,2.39,2.99,20,,Standard,200 g,https://www.lidl.nl/p/gerookte-scharrel-kipfilet/p10032675,2026-08-24,Gerookte scharrel kipfilet
Gouda extra oud plakken,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/gouda-extra-oud-plakken/p10032677,2026-08-24,Gouda extra oud plakken
OPTIMEL Kwark,1.69,2.25,25,,Standard,500 g,https://www.lidl.nl/p/optimel-kwark/p10032679,2026-08-24,OPTIMEL Kwark
Smeerkaas,0.99,1.18,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/smeerkaas/p10032681,2026-08-24,Smeerkaas
Roomboter-croissants,1.29,1.46,12,,Standard,4 stuks,https://www.lidl.nl/p/roomboter-croissants/p10032683,2026-08-24,Roomboter-croissants
Carpaccio,2.99,3.79,21,,Standard,123 g,https://www.lidl.nl/p/carpaccio/p10032685,2026-08-24,Carpaccio
PRINCES Tonijn in water,4.99,4.99,0,,Standard,4 x 145 g,https://www.lidl.nl/p/princes-tonijn-in-water/p10032687,2026-08-24,PRINCES Tonijn in water
KERRYGOLD Ierse boter Original,2.99,2.99,0,,Standard,250 g,https://www.lidl.nl/p/kerrygold-ierse-boter-original/p10032855,2026-08-24,KERRYGOLD Ierse boter Original
DUO PENOTTI hazelnoot vanille,3.49,3.49,0,,Standard,750 g,https://www.lidl.nl/p/duo-penotti-hazelnoot-vanille/p10032689,2026-08-24,DUO PENOTTI hazelnoot vanille
JACK LINK'S Beef Jerky,3.99,3.99,0,,Standard,60 g,https://www.lidl.nl/p/jack-link-s-beef-jerky/p10032691,2026-08-24,JACK LINK'S Beef Jerky
BIFI,1.99,1.99,0,,Standard,110 g / 3 x 45 g,https://www.lidl.nl/p/bifi/p10032693,2026-08-24,BIFI
KNORR Cup-a-soup of Good Noodles of pasta,0.99,0.99,0,,Standard,65-71 g / 3 x 175 ml,https://www.lidl.nl/p/knorr-cup-a-soup-of-good-noodles-of-pasta/p10032695,2026-08-24,KNORR Cup-a-soup of Good Noodles of pasta
Kip samurai of tonijnsalade,2.19,2.19,0,,Standard,450 g,https://www.lidl.nl/p/kip-samurai-of-tonijnsalade/p10032697,2026-08-24,Kip samurai of tonijnsalade
Energy drink XXL,0.89,1.5,41,,Standard,Halve liter,https://www.lidl.nl/p/energy-drink-xxl/p10032699,2026-08-24,Energy drink XXL
WAGNER Pizza Fina,1.99,1.99,0,,Standard,320-360 g,https://www.lidl.nl/p/wagner-pizza-fina/p10032701,2026-08-24,WAGNER Pizza Fina
Spaghetti of penne,0.79,0.89,11,,Standard,"1,2 kilo",https://www.lidl.nl/p/spaghetti-of-penne/p10032703,2026-08-24,Spaghetti of penne
Poffertjes,2.09,2.94,29,,Standard,625 g,https://www.lidl.nl/p/poffertjes/p10032705,2026-08-24,Poffertjes
Pitabroodjes,1.49,1.66,10,,Standard,800 g / 2 x 5 stuks,https://www.lidl.nl/p/pitabroodjes/p10032707,2026-08-24,Pitabroodjes
Olijven zonder pit,2.59,2.89,10,,Standard,720 ml,https://www.lidl.nl/p/olijven-zonder-pit/p10032709,2026-08-24,Olijven zonder pit
SatÃ©saus kant & klaar,1.29,1.45,11,,Standard,520 g,https://www.lidl.nl/p/satesaus-kant-klaar/p10032711,2026-08-24,SatÃ©saus kant & klaar
Nasi goreng of Bami goreng gewokt,3.49,3.89,10,,Standard,1 kg,https://www.lidl.nl/p/nasi-goreng-of-bami-goreng-gewokt/p10032713,2026-08-24,Nasi goreng of Bami goreng gewokt
FAIRTRADE ORIGINAL Curry kruidenpasta,3.49,3.49,0,,Standard,2 x 70 g,https://www.lidl.nl/p/fairtrade-original-curry-kruidenpasta/p10032715,2026-08-24,FAIRTRADE ORIGINAL Curry kruidenpasta
Roze koeken,1.49,1.97,24,,Standard,8 stuks,https://www.lidl.nl/p/roze-koeken/p10032717,2026-08-24,Roze koeken
Kano's,2.49,3.5,29,,Standard,14 stuks,https://www.lidl.nl/p/kano-s/p10032719,2026-08-24,Kano's
Diverse ijsjes,1.79,1.79,0,Lidl Plus (tot -41%),Member Deal,,https://www.lidl.nl/p/diverse-ijsjes/p10032721,2026-08-24,Diverse ijsjes
KipsatÃ© bakje,0.99,1.65,40,Lidl Plus (-40%),Member Deal,,https://www.lidl.nl/p/kipsate-bakje/p10032723,2026-08-24,KipsatÃ© bakje
Maria Biscuits,1.99,2.2,10,,Standard,5 x 200 g,https://www.lidl.nl/p/maria-biscuits/p10032725,2026-08-24,Maria Biscuits
Scharrel- eierkoeken,1.66,1.66,0,,Standard,350 g,https://www.lidl.nl/p/scharrel-eierkoeken/p10032727,2026-08-24,Scharrel- eierkoeken
Fruitgom partymix,4.99,4.99,0,,Standard,1100-1200 g,https://www.lidl.nl/p/fruitgom-partymix/p10032729,2026-08-24,Fruitgom partymix
HARIBO,1.69,1.69,0,,Standard,185-250 g,https://www.lidl.nl/p/haribo/p10032731,2026-08-24,HARIBO
M&M's of MALTESERS,2.25,2.25,0,,Standard,135-200 g,https://www.lidl.nl/p/m-m-s-of-maltesers/p10032733,2026-08-24,M&M's of MALTESERS
Koffiedrink,0.99,1.13,12,,Standard,380 ml,https://www.lidl.nl/p/koffiedrink/p10032735,2026-08-24,Koffiedrink
Wraps XXL,1.69,1.88,10,,Standard,,https://www.lidl.nl/p/wraps-xxl/p10032737,2026-08-24,Wraps XXL
Ontbijtspek,1.99,2.58,23,Lidl Plus (-22%),Member Deal,,https://www.lidl.nl/p/ontbijtspek/p10032739,2026-08-24,Ontbijtspek
Patat frites,3.99,4.61,13,,Standard,"3,5 kilo",https://www.lidl.nl/p/patat-frites/p10032741,2026-08-24,Patat frites
Picco pizzi,1.99,2.89,31,Lidl Plus (-31%),Member Deal,,https://www.lidl.nl/p/picco-pizzi/p10032743,2026-08-24,Picco pizzi
Chickenwings,5.49,6.65,17,,Standard,1 kilo,https://www.lidl.nl/p/chickenwings/p10032745,2026-08-24,Chickenwings
Mini mozzarella,0.79,1.14,31,,Standard,125-245 g,https://www.lidl.nl/p/mini-mozzarella/p10031718,2026-08-24,Mini mozzarella
Geraspte mozzarella,4.99,5.98,17,,Standard,500 g,https://www.lidl.nl/p/geraspte-mozzarella/p10032747,2026-08-24,Geraspte mozzarella
Verse focaccia,1.49,1.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/verse-focaccia/p10032857,2026-08-24,Verse focaccia
Oven rundvlees kroketten,3.39,3.39,0,,Standard,480 g,https://www.lidl.nl/p/oven-rundvlees-kroketten/p10032749,2026-08-24,Oven rundvlees kroketten
Oven mini snacks,5.49,6.78,19,,Standard,640 g,https://www.lidl.nl/p/oven-mini-snacks/p10032751,2026-08-24,Oven mini snacks
Mayonaise in knijpfles,1.99,2.45,19,,Standard,750 ml,https://www.lidl.nl/p/mayonaise-in-knijpfles/p10032753,2026-08-24,Mayonaise in knijpfles
Mini krieltjes,1.59,1.84,14,,Standard,1 kilo,https://www.lidl.nl/p/mini-krieltjes/p10032755,2026-08-24,Mini krieltjes
Vloeibare margarine olijf,3.29,3.58,8,,Standard,750 ml,https://www.lidl.nl/p/vloeibare-margarine-olijf/p10032757,2026-08-24,Vloeibare margarine olijf
Naanbroodjes,1.29,1.79,28,Lidl Plus (tot -27%),Member Deal,,https://www.lidl.nl/p/naanbroodjes/p10032759,2026-08-24,Naanbroodjes
Kaasstengels,1.39,1.59,13,,Standard,200 g,https://www.lidl.nl/p/kaasstengels/p10032761,2026-08-24,Kaasstengels
Schouder- ham,1.49,1.72,13,,Standard,200 g,https://www.lidl.nl/p/schouder-ham/p10032763,2026-08-24,Schouder- ham
Leeuwen- koppen,3.67,3.67,0,,Standard,600 g,https://www.lidl.nl/p/leeuwen-koppen/p10032765,2026-08-24,Leeuwen- koppen
Yoghurt- en fruitrepen,1.19,1.35,12,Lidl Plus (tot -12%),Member Deal,,https://www.lidl.nl/p/yoghurt-en-fruitrepen/p10032767,2026-08-24,Yoghurt- en fruitrepen
Luxe kaneel krakelingen,1.99,1.99,0,,Standard,250 g,https://www.lidl.nl/p/luxe-kaneel-krakelingen/p10032769,2026-08-24,Luxe kaneel krakelingen
Mascarpone,3.29,3.29,0,,Standard,500 g,https://www.lidl.nl/p/mascarpone/p10032771,2026-08-24,Mascarpone
Bio gesneden bieten,1.49,2.29,35,Lidl Plus (-35%),Member Deal,,https://www.lidl.nl/p/bio-gesneden-bieten/p10032773,2026-08-24,Bio gesneden bieten
Slamelange met rode biet,0.99,1.69,41,Lidl Plus (-41%),Member Deal,,https://www.lidl.nl/p/slamelange-met-rode-biet/p10032775,2026-08-24,Slamelange met rode biet
Filet americain,2.19,2.44,10,,Standard,175 g,https://www.lidl.nl/p/filet-americain/p10032777,2026-08-24,Filet americain
Sauvignon Blanc Val de Loire IGP,4.49,5.49,18,Lidl Plus (-18%),Member Deal,,https://www.lidl.nl/p/sauvignon-blanc-val-de-loire-igp/p10032779,2026-08-24,Sauvignon Blanc Val de Loire IGP
Roombrie,2.99,3.67,19,,Standard,275 g,https://www.lidl.nl/p/roombrie/p10032781,2026-08-24,Roombrie
Diverse mixdrankjes,1.69,1.69,0,,Standard,"0,25 - 0,7 l",https://www.lidl.nl/p/diverse-mixdrankjes/p10032783,2026-08-24,Diverse mixdrankjes
SPA Reine of Intens,2.89,2.89,0,,Standard,6 x 500 ml,https://www.lidl.nl/p/spa-reine-of-intens/p10032785,2026-08-24,SPA Reine of Intens
CHOCOMEL,0.99,0.99,0,,Standard,250 / 300 ml,https://www.lidl.nl/p/chocomel/p10032787,2026-08-24,CHOCOMEL
AMSTEL Radler 0.0,2.99,5.99,50,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/amstel-radler-0-0/p10032859,2026-08-24,AMSTEL Radler 0.0
Zindandel RosÃ©,2.99,3.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/zindandel-rose/p10032789,2026-08-24,Zindandel RosÃ©
Cigar box chili cabernet sauvignon '22,7.49,7.49,0,,Standard,"0,75 l",https://www.lidl.nl/p/cigar-box-chili-cabernet-sauvignon-22/p10032791,2026-08-24,Cigar box chili cabernet sauvignon '22
Wasmiddel Tropical,8.99,8.99,0,,Standard,5 l,https://www.lidl.nl/p/wasmiddel-tropical/p10032793,2026-08-24,Wasmiddel Tropical
EDET Toiletpapier Ultra Soft,7.99,7.99,0,,Standard,16 rollen,https://www.lidl.nl/p/edet-toiletpapier-ultra-soft/p10032861,2026-08-24,EDET Toiletpapier Ultra Soft
Heuchera Premium,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/heuchera-premium/p10032795,2026-08-24,Heuchera Premium
Heide in tray,5.99,5.99,0,,Standard,Tray 6 stuks,https://www.lidl.nl/p/heide-in-tray/p10032797,2026-08-24,Heide in tray
Vleesetende plant,3.49,3.49,0,,Standard,,https://www.lidl.nl/p/vleesetende-plant/p10032799,2026-08-24,Vleesetende plant
Rozenboeket,5.99,5.99,0,,Standard,15 stelen,https://www.lidl.nl/p/rozenboeket/p10032801,2026-08-24,Rozenboeket
Potroos,1.49,1.49,0,,Standard,,https://www.lidl.nl/p/potroos/p10032803,2026-08-24,Potroos
Herfst- anemoon,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/herfst-anemoon/p10032805,2026-08-24,Herfst- anemoon
Hebe hey beauty mix,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/hebe-hey-beauty-mix/p10032807,2026-08-24,Hebe hey beauty mix
Kamer- plantenmix in pot,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/kamer-plantenmix-in-pot/p10032809,2026-08-24,Kamer- plantenmix in pot
Hertog Jan bier,8.99,8.99,0,,Standard,"12 x 0,33 l",https://www.lidl.nl/p/hertog-jan-bier/p10032811,2026-08-24,Hertog Jan bier
RITTER SPORT,1.29,2.09,38,,Standard,100 g,https://www.lidl.nl/p/ritter-sport/p10032813,2026-08-24,RITTER SPORT
LU Bastogne,1.49,1.95,24,,Standard,260 g,https://www.lidl.nl/p/lu-bastogne/p10032815,2026-08-24,LU Bastogne
Fritessaus,2.49,3.09,19,,Standard,750 ml,https://www.lidl.nl/p/fritessaus/p10032817,2026-08-24,Fritessaus
Mager rundergehakt,3.49,4.69,26,Lidl Plus (-26%),Member Deal,,https://www.lidl.nl/p/mager-rundergehakt/p10032819,2026-08-24,Mager rundergehakt
Kabeljauwburger,3.69,5.69,35,Lidl Plus (-35%),Member Deal,,https://www.lidl.nl/p/kabeljauwburger/p10032821,2026-08-24,Kabeljauwburger
Ice tea,1.79,1.79,0,,Standard,"1,5 liter",https://www.lidl.nl/p/ice-tea/p10032863,2026-08-24,Ice tea
LEFFE Blond 0.0 of Hertog Jan 0.0,3.99,3.99,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/leffe-blond-0-0-of-hertog-jan-0-0/p10032823,2026-08-24,LEFFE Blond 0.0 of Hertog Jan 0.0
DESPERADOS,1.72,2.29,25,,Standard,"0,5 l",https://www.lidl.nl/p/desperados/p10032825,2026-08-24,DESPERADOS
Scheersysteem,9.25,18.49,50,,Standard,,https://www.lidl.nl/p/scheersysteem/p10032827,2026-08-24,Scheersysteem
2-in-1 hygiÃ«nische doekjes,1.89,3.79,50,Lidl Plus (-50%),Member Deal,,https://www.lidl.nl/p/2-in-1-hygienische-doekjes/p10032829,2026-08-24,2-in-1 hygiÃ«nische doekjes
SuikermaÃ¯s,1.69,2.49,32,Lidl Plus (-32%),Member Deal,,https://www.lidl.nl/p/suikermais/p10032831,2026-08-24,SuikermaÃ¯s
Ready to eat avocado's,1.69,2.49,32,Lidl Plus (-32%),Member Deal,,https://www.lidl.nl/p/ready-to-eat-avocado-s/p10032833,2026-08-24,Ready to eat avocado's
Alle verse pizza's,3.49,5.19,33,Lidl Plus (tot -33%),Member Deal,,https://www.lidl.nl/p/alle-verse-pizza-s/p10032835,2026-08-24,Alle verse pizza's
Bitterol Aperitivo,3.74,4.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/bitterol-aperitivo/p10032837,2026-08-24,Bitterol Aperitivo
Prosecco Spumante,5.24,6.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/prosecco-spumante/p10032839,2026-08-24,Prosecco Spumante
LAY's Max,1.49,1.49,0,,Standard,185 g,https://www.lidl.nl/p/lay-s-max/p10032841,2026-08-24,LAY's Max
