id,title,scraped_aisle,category_specific,final_price,original_price,unit,discount,nutriscore,url,scraped_at,all_aisles
143547,Valess Vegetarische Gouda schnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",3.69,3.69,2 x 90 g,,C,https://www.ah.nl/producten/product/wi143547/valess-vegetarische-gouda-schnitzel,2026-02-24,vegetarisch-vegan-en-plantaardig
564793,AH Terra Biologische falafel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Falafel",1.55,1.55,200 g,,A,https://www.ah.nl/producten/product/wi564793/ah-terra-biologische-falafel,2026-02-24,vegetarisch-vegan-en-plantaardig
224738,Alpro Kokosnootdrink original,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",3.19,3.19,1 l,2e gratis,B,https://www.ah.nl/producten/product/wi224738/alpro-kokosnootdrink-original,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
581566,Alpro Kokosnootdrink original 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",6.38,12.76,4-stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi581566/alpro-kokosnootdrink-original-4-pack,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
489284,AH Terra Plantaardige grillworst,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",1.99,1.99,80 g,,C,https://www.ah.nl/producten/product/wi489284/ah-terra-plantaardige-grillworst,2026-02-24,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren
438962,AH Terra Plantaardige hummus pikant,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",1.39,1.39,200 g,,C,https://www.ah.nl/producten/product/wi438962/ah-terra-plantaardige-hummus-pikant,2026-02-24,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
447631,Alpro Haverdrink zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.79,2.79,1 l,2e gratis,A,https://www.ah.nl/producten/product/wi447631/alpro-haverdrink-zonder-suikers,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
581564,Alpro Haverdrink zonder suikers 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",5.58,11.16,4-stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi581564/alpro-haverdrink-zonder-suikers-4-pack,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
236920,AH Terra Plantaardige amandeldrink naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",1.49,1.49,1 l,,C,https://www.ah.nl/producten/product/wi236920/ah-terra-plantaardige-amandeldrink-naturel,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
462464,AH Terra Soja plantaardig alternatief voor room,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige room",0.99,0.99,200 ml,,B,https://www.ah.nl/producten/product/wi462464/ah-terra-soja-plantaardig-alternatief-voor-room,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
96640,Alpro Plantaardig variatie perzik,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.69,2.69,500 g,,A,https://www.ah.nl/producten/product/wi96640/alpro-plantaardig-variatie-perzik,2026-02-24,vegetarisch-vegan-en-plantaardig; zuivel-eieren
