title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
IJs met chocolade en amandel,3.19,3.99,20,,Standard,8 x 100 ml,https://www.lidl.nl/p/ijs-met-chocolade-en-amandel/p10031171,2026-07-31,Ice cream with chocolate and almond
Olijven,3.49,4.38,20,,Standard,400 g,https://www.lidl.nl/p/olijven/p10029841,2026-07-31,Olives
Citroenijs op dropstokje,2.49,2.49,0,,Standard,6 stuks,https://www.lidl.nl/p/citroenijs-op-dropstokje/p10031173,2026-07-31,Lemon ice cream on a licorice stick
OREO Milk choc,1.89,1.89,0,,Standard,264 g,https://www.lidl.nl/p/oreo-milk-choc/p10031175,2026-07-31,OREO Milk chocolate
MILKA,0.99,0.99,0,,Standard,90-100 g,https://www.lidl.nl/p/milka/p10031177,2026-07-31,MILKA
Schwarzwader rondo,2.49,2.49,0,,Standard,260 g,https://www.lidl.nl/p/schwarzwader-rondo/p10031179,2026-07-31,Schwarzwader rondo
KINDER Surprise,2.79,2.79,0,,Standard,60 g,https://www.lidl.nl/p/kinder-surprise/p10031181,2026-07-31,KINDER Surprise
KARVAN CÃVITAM,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/karvan-cevitam/p10031183,2026-07-31,KARVAN CÃVITAM
FERNANDES,1.99,1.99,0,,Standard,"1,5 liter",https://www.lidl.nl/p/fernandes/p10031185,2026-07-31,FERNANDES
"TRIPEL KARMELIET, CORONA, HERTOG JAN of LEFFE BLOND",6.6,6.6,0,,Standard,,https://www.lidl.nl/p/tripel-karmeliet-corona-hertog-jan-of-leffe-blond/p10031187,2026-07-31,"TRIPEL KARMELIET, CORONA, HERTOG JAN or LEFFE BLOND"
BAVARIA 0.0,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/bavaria-0-0/p10031189,2026-07-31,BAVARIA 0.0
LA CHOUFFE of LIEFMANS,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/la-chouffe-of-liefmans/p10031191,2026-07-31,LA CHOUFFE or LIOFMANS
PAULANER Witbier,1.39,1.39,0,,Standard,"0,5 l",https://www.lidl.nl/p/paulaner-witbier/p10029715,2026-07-31,PAULANER Wheat beer
IT Primitivo Puglia IGT,3.74,4.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/it-primitivo-puglia-igt/p10031193,2026-07-31,IT Primitivo Puglia IGT
Vin de France chardonnay,4.49,5.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/vin-de-france-chardonnay/p10031195,2026-07-31,Vin de France chardonnay
Badkamer en keukenreiniger,1.49,1.49,0,,Standard,500 ml,https://www.lidl.nl/p/badkamer-en-keukenreiniger/p10031197,2026-07-31,Bathroom and kitchen cleaner
EDET Toiletpapier 4-laags,7.99,7.99,0,,Standard,16 rollen,https://www.lidl.nl/p/edet-toiletpapier-4-laags/p10031199,2026-07-31,EDET Toilet paper 4-ply
Galzeep met borstel,1.19,1.19,0,,Standard,250 ml,https://www.lidl.nl/p/galzeep-met-borstel/p10031201,2026-07-31,Bile soap with brush
Wasmachinereiniger vloeibaar,1.99,1.99,0,,Standard,500 ml,https://www.lidl.nl/p/wasmachinereiniger-vloeibaar/p10031203,2026-07-31,Liquid washing machine cleaner
DREFT Platinum Plus,9.99,9.99,0,,Standard,36 tabs,https://www.lidl.nl/p/dreft-platinum-plus/p10031205,2026-07-31,DREFT Platinum Plus
Wegwerphandschoenen,4.49,4.49,0,,Standard,100 stuks,https://www.lidl.nl/p/wegwerphandschoenen/p10031207,2026-07-31,Disposable gloves
Vochtige reinigingsdoekjes,2.59,2.59,0,,Standard,4 x 80 stuks,https://www.lidl.nl/p/vochtige-reinigingsdoekjes/p10031209,2026-07-31,Moist cleaning wipes
Vaatwasmachinereiniger,1.99,1.99,0,,Standard,2 x 250 ml,https://www.lidl.nl/p/vaatwasmachinereiniger/p10031211,2026-07-31,Dishwasher cleaner
Schuurspons,1.49,1.49,0,,Standard,30 stuks,https://www.lidl.nl/p/schuurspons/p10031213,2026-07-31,Scouring sponge
Poetspapier op rol,3.99,3.99,0,,Standard,350 vellen,https://www.lidl.nl/p/poetspapier-op-rol/p10031215,2026-07-31,Cleaning paper on a roll
Kalkstoptabs,5.99,5.99,0,,Standard,100 tabs,https://www.lidl.nl/p/kalkstoptabs/p10031217,2026-07-31,Lime stop tabs
ALESTO Amandelen ongebrand,1.79,2.49,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/alesto-amandelen-ongebrand/p10031219,2026-07-31,ALESTO Almonds unroasted
Pesto alla Genovese,0.99,1.13,12,Lidl Plus (-12%),Member Deal,,https://www.lidl.nl/p/pesto-alla-genovese/p10031221,2026-07-31,Pesto alla Genovese
Nase/bami groentemix,1.29,1.79,28,Lidl Plus (tot -28%),Member Deal,,https://www.lidl.nl/p/nase-bami-groentemix/p10031223,2026-07-31,Nase/bami vegetable mix
Tomatensaus met basilicum,1.49,1.89,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/tomatensaus-met-basilicum/p10031225,2026-07-31,Tomato sauce with basil
Tomatenpuree,1.99,2.38,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/tomatenpuree/p10031227,2026-07-31,Tomato puree
Andijvie,0.99,1.69,41,Lidl Plus (-41%),Member Deal,,https://www.lidl.nl/p/andijvie/p10031229,2026-07-31,Endive
Chili schotel Mexicaanse stijl,1.69,1.99,15,,Standard,500 g,https://www.lidl.nl/p/chili-schotel-mexicaanse-stijl/p10031231,2026-07-31,Chili dish Mexican style
Risotto rijst Arborio,1.69,1.99,15,,Standard,500 g,https://www.lidl.nl/p/risotto-rijst-arborio/p10031233,2026-07-31,Risotto rice Arborio
Cronut red cookies,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/cronut-red-cookies/p10031235,2026-07-31,Cronut red cookies
Kokos-yoghurt 8%,1.29,1.55,17,,Standard,400 g,https://www.lidl.nl/p/kokos-yoghurt-8/p10031237,2026-07-31,Coconut yoghurt 8%
Studentenhaver,2.09,2.49,16,,Standard,250 g,https://www.lidl.nl/p/studentenhaver/p10031307,2026-07-31,Student oats
Vegan shoarma,2.49,2.83,12,Lidl Plus (-12%),Member Deal,,https://www.lidl.nl/p/vegan-shoarma/p10031239,2026-07-31,Vegan shawarma
Classic hamburgers,2.19,2.69,19,Lidl Plus (-19%),Member Deal,,https://www.lidl.nl/p/classic-hamburgers/p10031241,2026-07-31,Classic burgers
Plantaardige champignonburger of hamburger,1.69,2.49,32,Lidl Plus (-32%),Member Deal,,https://www.lidl.nl/p/plantaardige-champignonburger-of-hamburger/p10031243,2026-07-31,Vegetable mushroom burger or hamburger
Pedaalemmerzakjes,2.29,2.29,0,,Standard,,https://www.lidl.nl/p/pedaalemmerzakjes/p10031245,2026-07-31,Pedal bin bags
Toiletreiniger,2.49,2.49,0,,Standard,4 x 100 g,https://www.lidl.nl/p/toiletreiniger/p10031247,2026-07-31,Toilet cleaner
Pedaalemmerzakjes met geur,1.19,1.19,0,,Standard,30 stuks,https://www.lidl.nl/p/pedaalemmerzakjes-met-geur/p10031249,2026-07-31,Pedal bin bags with scent
Zonnebloemen,3.49,3.49,0,,Standard,,https://www.lidl.nl/p/zonnebloemen/p10029861,2026-07-31,Sunflowers
Hibiscus,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/hibiscus/p10031257,2026-07-31,Hibiscus
Chrysant in tray,2.69,2.69,0,,Standard,,https://www.lidl.nl/p/chrysant-in-tray/p10031255,2026-07-31,Chrysanthemum in tray
Campanula of Genitiaan,2.79,2.79,0,,Standard,,https://www.lidl.nl/p/campanula-of-genitiaan/p10031253,2026-07-31,Campanula or Genitian
Vetplanten/cactusmix,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/vetplanten-cactusmix/p10031251,2026-07-31,Succulents/cactus mix
Potroos XL,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/potroos-xl/p10031259,2026-07-31,Pot rose XL
Orchidee 2-taks,7.99,7.99,0,,Standard,,https://www.lidl.nl/p/orchidee-2-taks/p10031263,2026-07-31,Orchid 2 branches
Rozen,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/rozen/p10031261,2026-07-31,Roses
Desem steenoven baguette meerzaden,0.69,0.94,27,Lidl Plus (-27%),Member Deal,,https://www.lidl.nl/p/desem-steenoven-baguette-meerzaden/p10029891,2026-07-31,Sourdough stone oven baguette multiseeds
Runderhamburgers,3.49,4.89,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/runderhamburgers/p10031265,2026-07-31,Beef burgers
Verse sappen of smoothies,1.49,2.65,44,Lidl Plus (tot -44%),Member Deal,,https://www.lidl.nl/p/verse-sappen-of-smoothies/p10031267,2026-07-31,Fresh juices or smoothies
CAMPINA Halfvolle melk,1.99,2.69,26,Lidl Plus (-26%),Member Deal,,https://www.lidl.nl/p/campina-halfvolle-melk/p10031269,2026-07-31,CAMPINA Semi-skimmed milk
HARIBO Starmix of Kikkers,1.59,2.15,26,,Standard,300 g,https://www.lidl.nl/p/haribo-starmix-of-kikkers/p10031271,2026-07-31,HARIBO Starmix or Frogs
COCA-COLA,1.49,2.09,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/coca-cola/p10031273,2026-07-31,COCA-COLA
BBQ-spareribs,0.89,1.37,35,Lidl Plus (-35%),Member Deal,,https://www.lidl.nl/p/bbq-spareribs/p10031275,2026-07-31,BBQ spare ribs
RAAK Vruchtensiroop,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/raak-vruchtensiroop/p10031277,2026-07-31,TOUCH Fruit Syrup
VELTINS Pilsener,0.89,1.19,25,,Standard,,https://www.lidl.nl/p/veltins-pilsener/p10031279,2026-07-31,VELTINS Pilsener
PRODENT Tandpasta cool mint,1.59,2.65,40,,Standard,,https://www.lidl.nl/p/prodent-tandpasta-cool-mint/p10031281,2026-07-31,PRODENT Toothpaste cool mint
Alle broodsalades,1.49,2.99,50,Lidl Plus (tot -50%),Member Deal,,https://www.lidl.nl/p/alle-broodsalades/p10031283,2026-07-31,All bread salads
Mini roomboter rozijnen krentenbollen,1.59,1.99,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/mini-roomboter-rozijnen-krentenbollen/p10031285,2026-07-31,Mini butter raisin currant buns
LAY'S of CHEETOS,1.49,1.49,0,,Standard,110-125 g,https://www.lidl.nl/p/lay-s-of-cheetos/p10031287,2026-07-31,LAY'S or CHEETOS
HERO Cassis,1.29,1.29,0,,Standard,"1,25 l",https://www.lidl.nl/p/hero-cassis/p10031289,2026-07-31,HERO Cassis
NUTELLA,5.99,5.99,0,,Standard,825 g,https://www.lidl.nl/p/nutella/p10031291,2026-07-31,NUTELLA
Wilde nectarines,1.99,2.49,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/wilde-nectarines/p10031309,2026-07-31,Wild nectarines
Vleestomaten,0.89,1.49,40,Lidl Plus (-40%),Member Deal,,https://www.lidl.nl/p/vleestomaten/p10031293,2026-07-31,Beef tomatoes
