title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Vlaamse friet of kreukelfriet,1.49,2.28,35,Lidl Plus (-34%),Member Deal,,https://www.lidl.nl/p/vlaamse-friet-of-kreukelfriet/p10023703,2026-02-24,Flemish fries or crinkle fries
Milbona Mozzarella klassiek of geraspt,1.59,1.59,0,,Standard,250-500 g,https://www.lidl.nl/p/milbona-mozzarella-klassiek-of-geraspt/p10023704,2026-02-24,Milbona Mozzarella classic or grated
Gerookte zalm,6.79,6.79,0,,Standard,300 g,https://www.lidl.nl/p/gerookte-zalm/p10023705,2026-02-24,Smoked salmon
chef select Diverse pastaâs,1.12,1.12,0,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/chef-select-diverse-pasta-s/p10023706,2026-02-24,chef select Various pastas
Rundvleesslaatje,2.79,2.79,0,,Standard,4 x 140 g,https://www.lidl.nl/p/rundvleesslaatje/p10023707,2026-02-24,Beef salad
Extra chew kauwgom,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/extra-chew-kauwgom/p10023708,2026-02-24,Extra chew chewing gum
Hero Bâtween,1.49,1.49,0,,Standard,120-150 g,https://www.lidl.nl/p/hero-b-tween/p10023709,2026-02-24,Hero Bâtween
Gevulde koeken,2.69,2.69,0,,Standard,600 g,https://www.lidl.nl/p/gevulde-koeken/p10023710,2026-02-24,Filled cookies
Vegan chocoladereep,1.99,2.69,26,,Standard,180 g,https://www.lidl.nl/p/vegan-chocoladereep/p10023711,2026-02-24,Vegan chocolate bar
LU Bastogne koeken,1.59,1.95,18,,Standard,260 g,https://www.lidl.nl/p/lu-bastogne-koeken/p10023712,2026-02-24,LU Bastogne cookies
Milka Hazelnoot big size,2.99,4.19,29,,Standard,250 g,https://www.lidl.nl/p/milka-hazelnoot-big-size/p10023713,2026-02-24,Milka Hazelnut big size
Red Band of Venco,1.99,1.99,0,,Standard,200-235 g,https://www.lidl.nl/p/red-band-of-venco/p10023714,2026-02-24,Red Band of Venco
Grolsch 0.0%,2.69,2.69,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/grolsch-0-0/p10023715,2026-02-24,Grolsch 0.0%
Kordaat Premium pils,10.99,10.99,0,,Standard,"18 x 0,5 l",https://www.lidl.nl/p/kordaat-premium-pils/p10023716,2026-02-24,Kordaat Premium lager
"Kordaat Grolsch Kanon, Grolsch Gladiator of Grolsch",1.39,1.39,0,,Standard,"0,5 l / 6 x 0,5 l",https://www.lidl.nl/p/kordaat-grolsch-kanon-grolsch-gladiator-of-grolsch/p10023717,2026-02-24,"Kordaat Grolsch Kanon, Grolsch Gladiator or Grolsch"
Layâs chips,1.49,1.49,0,,Standard,185-200 g,https://www.lidl.nl/p/lay-s-chips/p10023718,2026-02-24,Lay's chips
GrÃ¼ner Veltliner Kamptal Premium,4.71,6.29,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/gruner-veltliner-kamptal-premium/p10023719,2026-02-24,Gruner Veltliner Kamptal Premium
Diverse Zuid-Afrikaanse wijnen,2.61,2.61,0,Lidl Plus,Member Deal,,https://www.lidl.nl/p/diverse-zuid-afrikaanse-wijnen/p10023720,2026-02-24,Various South African wines
Gillette,10.99,18.49,41,,Standard,Per stuk,https://www.lidl.nl/p/gillette/p10023721,2026-02-24,Gillette
Hondenbrokken,12.99,12.99,0,,Standard,13 kilo,https://www.lidl.nl/p/hondenbrokken/p10023722,2026-02-24,Dog food
Groene kamerplant in design pot,4.99,18.49,73,,Standard,Per stuk,https://www.lidl.nl/p/groene-kamerplant-in-design-pot/p10023723,2026-02-24,Green houseplant in design pot
Brem,3.99,3.99,0,,Standard,Per stuk,https://www.lidl.nl/p/brem/p10023724,2026-02-24,Broom
Keramische pot,3.99,3.99,0,,Standard,Per stuk,https://www.lidl.nl/p/keramische-pot/p10023725,2026-02-24,Ceramic pot
Primula,2.99,2.99,0,,Standard,Per stuk,https://www.lidl.nl/p/primula/p10023726,2026-02-24,Primula
Tulpen,1.99,2.99,33,,Standard,,https://www.lidl.nl/p/tulpen/p10023729,2026-02-24,Tulips
Hyacinthen,0.79,0.79,0,,Standard,,https://www.lidl.nl/p/hyacinthen/p10023730,2026-02-24,Hyacinths
Fanta orange,3.49,5.59,38,Lidl Plus (-37%),Member Deal,,https://www.lidl.nl/p/fanta-orange/p10023742,2026-02-24,Fanta orange
Haribo starmix of kikkers,1.59,2.02,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/haribo-starmix-of-kikkers/p10023743,2026-02-24,Haribo starmix or frogs
Heineken,1.0,1.33,25,Lidl Plus (-24%),Member Deal,,https://www.lidl.nl/p/heineken/p10023744,2026-02-24,Heineken
Wokgarnalen,2.99,4.69,36,Lidl Plus (-36%),Member Deal,,https://www.lidl.nl/p/wokgarnalen/p10023746,2026-02-24,Stir-fried shrimp
Avocado,0.89,1.19,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/avocado/p10023747,2026-02-24,Avocado
Pink Lady appels,2.29,3.29,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/pink-lady-appels/p10023749,2026-02-24,Pink Lady apples
Hortensia,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/hortensia/p10023732,2026-02-24,Hydrangea
Voorjaarsstruik,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/voorjaarsstruik/p10023734,2026-02-24,Spring shrub
Mestkorrels of kalk,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/mestkorrels-of-kalk/p10023735,2026-02-24,Manure granules or lime
