title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Halfvolle koffiemelk,1.49,1.49,0,,Standard,1 liter,https://www.lidl.nl/p/halfvolle-koffiemelk/p10034067,2026-09-19,Halfvolle koffiemelk
Babydoekjes,6.29,6.29,0,,Standard,4 x 100 stuks,https://www.lidl.nl/p/babydoekjes/p10034069,2026-09-19,Babydoekjes
RIO schoonmaakazijn,2.99,2.99,0,,Standard,5 liter,https://www.lidl.nl/p/rio-schoonmaakazijn/p10034071,2026-09-19,RIO schoonmaakazijn
Conifeer,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/conifeer/p10034163,2026-09-19,Conifeer
Keramieke pot met rotan motief,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/keramieke-pot-met-rotan-motief/p10034164,2026-09-19,Keramieke pot met rotan motief
Lantaarn met drakenklimop,9.99,9.99,0,,Standard,,https://www.lidl.nl/p/lantaarn-met-drakenklimop/p10034165,2026-09-19,Lantaarn met drakenklimop
Herfstplantenmix,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/herfstplantenmix/p10034166,2026-09-19,Herfstplantenmix
Najaarsmix,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/najaarsmix/p10034167,2026-09-19,Najaarsmix
Chrysant,1.49,1.49,0,,Standard,,https://www.lidl.nl/p/chrysant/p10034168,2026-09-19,Chrysant
CALVÃ Pindakaas,3.29,4.35,24,Lidl Plus (-24%),Member Deal,,https://www.lidl.nl/p/calve-pindakaas/p10034073,2026-09-19,CALVÃ Pindakaas
IJsbeker Amerikaanse stijl,1.99,2.99,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/ijsbeker-amerikaanse-stijl/p10034075,2026-09-19,IJsbeker Amerikaanse stijl
DOUWE EGBERTS Koffiebonen,6.99,6.99,0,,Standard,Halve kilo,https://www.lidl.nl/p/douwe-egberts-koffiebonen/p10034077,2026-09-19,DOUWE EGBERTS Koffiebonen
DUBBELFRISSS BOOST,0.89,0.89,0,,Standard,"1,5 l",https://www.lidl.nl/p/dubbelfrisss-boost/p10034079,2026-09-19,DUBBELFRISSS BOOST
KNORR Cup-a-Soup,4.49,5.99,25,,Standard,Pak 10 stuks,https://www.lidl.nl/p/knorr-cup-a-soup/p10034081,2026-09-19,KNORR Cup-a-Soup
Rundvlees hamburgers,3.49,4.79,27,Lidl Plus (-27%),Member Deal,,https://www.lidl.nl/p/rundvlees-hamburgers/p10034083,2026-09-19,Rundvlees hamburgers
Kabeljauwfilet,4.99,6.99,29,Lidl Plus (-29%),Member Deal,,https://www.lidl.nl/p/kabeljauwfilet/p10034085,2026-09-19,Kabeljauwfilet
SCHOGETTEN,1.29,1.69,24,,Standard,100 g,https://www.lidl.nl/p/schogetten/p10034153,2026-09-19,SCHOGETTEN
LAY'S NIBBIT en CHEETOS,1.49,1.49,0,,Standard,100 - 125 g,https://www.lidl.nl/p/lay-s-nibbit-en-cheetos/p10034089,2026-09-19,LAY'S NIBBIT en CHEETOS
LU mini crackers,1.49,1.99,25,,Standard,250 g,https://www.lidl.nl/p/lu-mini-crackers/p10034091,2026-09-19,LU mini crackers
IT Corte Mura Chianti Riserva,3.37,4.49,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/it-corte-mura-chianti-riserva/p10034155,2026-09-19,IT Corte Mura Chianti Riserva
Puntpaprika rood of mix,1.99,2.99,33,Lidl Plus (-33%),Member Deal,,https://www.lidl.nl/p/puntpaprika-rood-of-mix/p10034095,2026-09-19,Puntpaprika rood of mix
Kamploentje,0.29,0.49,41,Lidl Plus (-41%),Member Deal,,https://www.lidl.nl/p/kamploentje/p10034157,2026-09-19,Kamploentje
LIPTON Ice Tea Green,3.99,6.83,42,,Standard,6 x 330 ml,https://www.lidl.nl/p/lipton-ice-tea-green/p10034159,2026-09-19,LIPTON Ice Tea Green
Ambachtelijke broodsalades,1.49,2.49,40,Lidl Plus (Tot -35%),Member Deal,,https://www.lidl.nl/p/ambachtelijke-broodsalades/p10034101,2026-09-19,Ambachtelijke broodsalades
LAY'S Chips,1.49,2.45,39,Lidl Plus (-39%),Member Deal,,https://www.lidl.nl/p/lay-s-chips/p10034161,2026-09-19,LAY'S Chips
Seizoensboeket,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/seizoensboeket/p10034169,2026-09-19,Seizoensboeket
Bloembollen en zaden,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/bloembollen-en-zaden/p10034170,2026-09-19,Bloembollen en zaden
