title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
Douwe Egberts koffiecapsules,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/douwe-egberts-koffiecapsules/p10023546,2026-02-15,Douwe Egberts coffee capsules
Royal Club of Rivella,1.29,1.29,0,,Standard,,https://www.lidl.nl/p/royal-club-of-rivella/p10023547,2026-02-15,Royal Club of Rivella
Barchetta (pizza) met kaas,2.29,2.29,0,,Standard,,https://www.lidl.nl/p/barchetta-pizza-met-kaas/p10023548,2026-02-15,Barchetta (pizza) with cheese
Reuze mergpijpen,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/reuze-mergpijpen/p10023549,2026-02-15,Giant marrow bones
Koffiebroodje,0.39,0.59,34,,Standard,,https://www.lidl.nl/p/koffiebroodje/p10023550,2026-02-15,Coffee roll
Tijgerbruin heel,0.99,1.2,17,,Standard,,https://www.lidl.nl/p/tijgerbruin-heel/p10023551,2026-02-15,Tiger brown whole
Mini donuts kaneelsuiker,1.79,1.79,0,,Standard,,https://www.lidl.nl/p/mini-donuts-kaneelsuiker/p10023552,2026-02-15,Mini cinnamon sugar donuts
Chocolade cronuts,0.99,0.99,0,,Standard,,https://www.lidl.nl/p/chocolade-cronuts/p10023553,2026-02-15,Chocolate cronuts
Dunkin Donuts Cheesecake Crumble,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/dunkin-donuts-cheesecake-crumble/p10023554,2026-02-15,Dunkin Donuts Cheesecake Crumble
Diverse kleinverpakkingen vlees,1.79,1.79,0,,Standard,Prijsvoorbeeld: Braadworst. Actieprijzen variÃ«ren van â¬1.79 - â¬2.99.,https://www.lidl.nl/p/diverse-kleinverpakkingen-vlees/p10023555,2026-02-15,Various small packages of meat
Burgermeesterstuk (Tri-Tip),1.99,1.99,0,,Standard,Prijs per verpakking: â¬19.99 (ca. 1 kg),https://www.lidl.nl/p/burgermeesterstuk-tri-tip/p10023556,2026-02-15,Burgermasterpiece (Tri-Tip)
Vegetarische of plantaardige schnitzels,1.67,2.09,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/vegetarische-of-plantaardige-schnitzels/p10023557,2026-02-15,Vegetarian or vegetable cutlets
Gemengd gehakt,7.99,7.99,0,,Standard,,https://www.lidl.nl/p/gemengd-gehakt/p10023558,2026-02-15,Mixed minced meat
Braadworstjes Catalaanse stijl,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/braadworstjes-catalaanse-stijl/p10023559,2026-02-15,Catalan style bratwursts
Kip-kaasschnitzels,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/kip-kaasschnitzels/p10023560,2026-02-15,Chicken cheese cutlets
Speklapjes,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/speklapjes/p10023561,2026-02-15,Bacon steaks
Verse friet,2.39,2.39,0,,Standard,,https://www.lidl.nl/p/verse-friet/p10023562,2026-02-15,Fresh fries
CalvÃ©,1.69,1.69,0,,Standard,,https://www.lidl.nl/p/calve/p10023563,2026-02-15,Calvé
Iglo visssticks,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/iglo-visssticks/p10023564,2026-02-15,Igloo fish sticks
XL kroketten,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/xl-kroketten/p10023565,2026-02-15,XL croquettes
Hamburgers,2.19,2.89,24,Lidl Plus (-24%),Member Deal,,https://www.lidl.nl/p/hamburgers/p10023566,2026-02-15,Burgers
KipsatÃ©,0.99,1.65,40,Lidl Plus (Tot -40%),Member Deal,,https://www.lidl.nl/p/kipsate/p10023567,2026-02-15,Chicken satay
2-vaks stamppotmaaltijd,2.99,3.99,25,Lidl Plus (-â¬1.-),Member Deal,,https://www.lidl.nl/p/2-vaks-stamppotmaaltijd/p10023568,2026-02-15,2-compartment stew meal
Mini cordon bleu of -schnitzels,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/mini-cordon-bleu-of-schnitzels/p10023569,2026-02-15,Mini cordon bleu or cutlets
Loaded fries piri piri,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/loaded-fries-piri-piri/p10023570,2026-02-15,Loaded fries piri piri
Koffiedrank,0.99,0.99,0,,Standard,,https://www.lidl.nl/p/koffiedrank/p10023571,2026-02-15,Coffee drink
CrÃ¨me fraÃ®che,1.09,1.09,0,,Standard,,https://www.lidl.nl/p/creme-fraiche/p10023572,2026-02-15,Crème fraiche
Emmentaler,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/emmentaler/p10023573,2026-02-15,Emmentaler
Verse sap of smoothie,1.69,2.49,32,,Standard,Prijsvoorbeeld: Smoothie bosvruchten. Vanprijzen variÃ«ren van â¬2.29 - â¬2.49.,https://www.lidl.nl/p/verse-sap-of-smoothie/p10023574,2026-02-15,Fresh juice or smoothie
Stuk Goudse 48+ extra belegen kaas,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/stuk-goudse-48-extra-belegen-kaas/p10023575,2026-02-15,Piece of Gouda 48+ extra mature cheese
BiFi,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/bifi/p10023576,2026-02-15,BiFi
Spekreepjes,2.59,2.59,0,,Standard,,https://www.lidl.nl/p/spekreepjes/p10023577,2026-02-15,Bacon strips
Croma,2.99,2.99,0,,Standard,,https://www.lidl.nl/p/croma/p10023578,2026-02-15,Croma
"Fanta, Fanta zero of Sprite",1.49,1.49,0,,Standard,,https://www.lidl.nl/p/fanta-fanta-zero-of-sprite/p10023579,2026-02-15,"Fanta, Fanta zero or Sprite"
Popcorn in emmer,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/popcorn-in-emmer/p10023580,2026-02-15,Popcorn in bucket
Vlugge Japie volkoren,1.59,1.59,0,,Standard,,https://www.lidl.nl/p/vlugge-japie-volkoren/p10023581,2026-02-15,Quick Japie whole wheat
Amandelen ongebrand,1.79,2.29,22,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/amandelen-ongebrand/p10023582,2026-02-15,Almonds unroasted
Maltesers of M&Mâs,2.29,2.29,0,,Standard,,https://www.lidl.nl/p/maltesers-of-m-m-s/p10023583,2026-02-15,Maltesers or M&Mâs
250 g Pistachenoten,2.49,3.09,19,Lidl Plus (-19%),Member Deal,,https://www.lidl.nl/p/250-g-pistachenoten/p10023619,2026-02-15,250 g Pistachios
Red Band,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/red-band/p10023621,2026-02-15,Red Band
Kinder of Nutella chocolade,2.29,2.29,0,,Standard,Prijsvoorbeeld: Kinderini. Actieprijzen variÃ«ren van â¬2.29 - â¬5.89.,https://www.lidl.nl/p/kinder-of-nutella-chocolade/p10023622,2026-02-15,Kinder or Nutella chocolate
Heineken of Affligem,4.49,4.49,0,,Standard,Prijsvoorbeeld: Heineken pils. Actieprijs Affligem â¬6.79.,https://www.lidl.nl/p/heineken-of-affligem/p10023623,2026-02-15,Heineken or Affligem
Heineken 0.0 of Affligem 0.0,2.99,2.99,0,,Standard,Prijsvoorbeeld: Heineken 0.0. Actieprijs Affligem 0.0 â¬4.29.,https://www.lidl.nl/p/heineken-0-0-of-affligem-0-0/p10023624,2026-02-15,Heineken 0.0 or Affligem 0.0
Monster energy drink,1.29,1.29,0,,Standard,,https://www.lidl.nl/p/monster-energy-drink/p10023625,2026-02-15,Monster energy drink
Doritos,1.69,1.69,0,,Standard,,https://www.lidl.nl/p/doritos/p10023626,2026-02-15,Doritos
Diverse Italiaanse rode wijnen,2.24,2.24,0,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/diverse-italiaanse-rode-wijnen/p10023627,2026-02-15,Various Italian red wines
Vloeibaar wasmiddel,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/vloeibaar-wasmiddel/p10023628,2026-02-15,Liquid detergent
Papieren zakdoekjes,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/papieren-zakdoekjes/p10023629,2026-02-15,Paper tissues
Lenor geurparels,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/lenor-geurparels/p10023631,2026-02-15,Lenor scented pearls
Camelia,9.99,9.99,0,,Standard,,https://www.lidl.nl/p/camelia/p10023633,2026-02-15,Camellia
Kamerplantenmix in pot,2.49,2.49,0,,Standard,,https://www.lidl.nl/p/kamerplantenmix-in-pot/p10023635,2026-02-15,Houseplant mix in pot
Rhododendron,6.99,6.99,0,,Standard,,https://www.lidl.nl/p/rhododendron/p10023634,2026-02-15,Rhododendron
Narcissen in zinkenemmer,3.59,3.59,0,,Standard,,https://www.lidl.nl/p/narcissen-in-zinkenemmer/p10023636,2026-02-15,Daffodils in zinc bucket
"Bloem-, groente en kruidenzaden",0.29,0.29,0,,Standard,,https://www.lidl.nl/p/bloem-groente-en-kruidenzaden/p10023637,2026-02-15,"Flower, vegetable and herb seeds"
Zomer- of najaarsbloeiers,2.49,2.49,0,,Standard,Prijsvoorbeeld: Bloembollen najaarsbloeiers. Actieprijzen variÃ«ren van â¬2.49 - â¬5.99.,https://www.lidl.nl/p/zomer-of-najaarsbloeiers/p10023638,2026-02-15,Summer or autumn flowering bulbs
Fruitboom,1.99,1.99,0,,Standard,,https://www.lidl.nl/p/fruitboom/p10023639,2026-02-15,Fruit tree
"Bessenstruik, sierstruik of notenboom",1.99,1.99,0,,Standard,Prijsvoorbeeld: Bessenstruik. Prijzen variÃ«ren van â¬1.99 - â¬4.99.,https://www.lidl.nl/p/bessenstruik-sierstruik-of-notenboom/p10023640,2026-02-15,"Berry bush, ornamental bush or nut tree"
Mini stamroos,4.99,4.99,0,,Standard,,https://www.lidl.nl/p/mini-stamroos/p10023641,2026-02-15,Mini standard rose
Veltins bier,0.89,1.19,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/veltins-bier/p10023642,2026-02-15,Veltin's beer
Pizza,3.89,4.89,20,Lidl Plus (-20%),Member Deal,,https://www.lidl.nl/p/pizza/p10023643,2026-02-15,Pizza
Robijn wasverzachter,2.99,8.29,64,Lidl Plus (Tot -64%),Member Deal,,https://www.lidl.nl/p/robijn-wasverzachter/p10023644,2026-02-15,Ruby fabric softener
Haribomix,3.29,4.09,20,Lidl Plus (-19%),Member Deal,,https://www.lidl.nl/p/haribomix/p10023645,2026-02-15,Haribomix
Pitloze witte of rode druiven,1.19,2.39,50,Lidl Plus (-50%),Member Deal,,https://www.lidl.nl/p/pitloze-witte-of-rode-druiven/p10023646,2026-02-15,Seedless white or red grapes
