id,title,scraped_aisle,category_specific,final_price,original_price,unit,discount,nutriscore,url,scraped_at,all_aisles,title_eng,aisle_eng
202746,Maza Hoemoes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",2.49,2.49,200 g,,C,https://www.ah.nl/producten/product/wi202746/maza-hoemoes,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,Maza Hoemoes,vegetarian-vegan-and-plant-based
564796,AH Terra Plantaardig rulgehakt,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarisch gehakt",1.59,1.59,200 g,,A,https://www.ah.nl/producten/product/wi564796/ah-terra-plantaardig-rulgehakt,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Vegetable minced meat,vegetarian-vegan-and-plant-based
188227,Alpro Sojadrink original,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",1.99,1.99,1 l,,A,https://www.ah.nl/producten/product/wi188227/alpro-sojadrink-original,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Soya drink original,vegetarian-vegan-and-plant-based
562392,Alpro Sojadrink original 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",7.56,7.96,4 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi562392/alpro-sojadrink-original-4-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Soya drink original 4-pack,vegetarian-vegan-and-plant-based
565763,AH Terra Plantaardige sojadrink,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",0.69,0.69,1 l,,B,https://www.ah.nl/producten/product/wi565763/ah-terra-plantaardige-sojadrink,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,AH Terra Vegetable soy drink,vegetarian-vegan-and-plant-based
591341,AH Terra Soja gurt,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",1.79,1.79,1 l,,A,https://www.ah.nl/producten/product/wi591341/ah-terra-soja-gurt,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,AH Terra Soya gurt,vegetarian-vegan-and-plant-based
217309,AH Terra Plantaardige hummus naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",2.29,2.29,175 g,3 VOOR 5.99,A,https://www.ah.nl/producten/product/wi217309/ah-terra-plantaardige-hummus-naturel,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,AH Terra Vegetable hummus natural,vegetarian-vegan-and-plant-based
445420,Kips Vega smeerworst kleintje,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",2.29,2.29,6 x 20 g,,D,https://www.ah.nl/producten/product/wi445420/kips-vega-smeerworst-kleintje,2026-02-14,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren,Kips Vega sausage spread small,vegetarian-vegan-and-plant-based
486626,Alpro Variatie op kwark zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",2.49,2.49,400 g,,A,https://www.ah.nl/producten/product/wi486626/alpro-variatie-op-kwark-zonder-suikers,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Variatie op kwark zonder suikers,vegetarian-vegan-and-plant-based
593710,Alpro Variatie op kwark zonder suikers 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",4.73,4.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593710/alpro-variatie-op-kwark-zonder-suikers-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Variation on cottage cheese without sugars 2-pack,vegetarian-vegan-and-plant-based
114698,Alpro Sojadrink zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",1.99,1.99,1 l,,A,https://www.ah.nl/producten/product/wi114698/alpro-sojadrink-zonder-suikers,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Soya drink without sugars,vegetarian-vegan-and-plant-based
607847,Alpro Sojadrink zonder suikers 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",7.56,7.96,4 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi607847/alpro-sojadrink-zonder-suikers-4-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Soya drink without sugars 4-pack,vegetarian-vegan-and-plant-based
570848,Alpro Barista kokos,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",2.69,2.69,"0,75 l",,B,https://www.ah.nl/producten/product/wi570848/alpro-barista-kokos,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Barista coconut,vegetarian-vegan-and-plant-based
196169,Alpro Mild & creamy vanille smaak,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.99,2.99,750 g,,A,https://www.ah.nl/producten/product/wi196169/alpro-mild-en-creamy-vanille-smaak,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Mild & creamy vanilla flavour,vegetarian-vegan-and-plant-based
604675,Alpro Mild & creamy vanille smaak 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604675/alpro-mild-en-creamy-vanille-smaak-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Mild & creamy vanilla flavor 2-pack,vegetarian-vegan-and-plant-based
570853,Oatly! Bio barista haver,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.99,2.99,1 l,2 voor 3.99,D,https://www.ah.nl/producten/product/wi570853/oatly-bio-barista-haver,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Oatly! Organic barista oats,vegetarian-vegan-and-plant-based
570842,AH Terra Plantaardige barista haver,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",1.69,1.69,1 l,,C,https://www.ah.nl/producten/product/wi570842/ah-terra-plantaardige-barista-haver,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,AH Terra Vegetable barista oats,vegetarian-vegan-and-plant-based
413077,Maza Hoemoes less salt,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus naturel",2.49,2.49,200 g,,C,https://www.ah.nl/producten/product/wi413077/maza-hoemoes-less-salt,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,Maza Hoemoes less salt,vegetarian-vegan-and-plant-based
234523,AH Terra Plantaardige hummus zongedroogde tomaat,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.49,2.49,175 g,3 VOOR 5.99,A,https://www.ah.nl/producten/product/wi234523/ah-terra-plantaardige-hummus-zongedroogde-tomaat,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,AH Terra Vegetable hummus sun-dried tomato,vegetarian-vegan-and-plant-based
556299,AH Terra Plantaardig kokos gurt ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",1.99,1.99,500 g,,C,https://www.ah.nl/producten/product/wi556299/ah-terra-plantaardig-kokos-gurt-ongezoet,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,AH Terra Vegetable coconut gurt unsweetened,vegetarian-vegan-and-plant-based
475112,Vivera Vegetarische kaas schnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",3.19,3.19,150 g,,E,https://www.ah.nl/producten/product/wi475112/vivera-vegetarische-kaas-schnitzel,2026-02-14,vegetarisch-vegan-en-plantaardig,Vivera Vegetarian cheese schnitzel,vegetarian-vegan-and-plant-based
220748,Alpro Amandeldrink geroosterd zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",3.19,3.19,1 l,,B,https://www.ah.nl/producten/product/wi220748/alpro-amandeldrink-geroosterd-zonder-suikers,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Almond drink roasted without sugar,vegetarian-vegan-and-plant-based
564600,Alpro Amandeldrink zonder suikers 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",12.12,12.76,4 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi564600/alpro-amandeldrink-zonder-suikers-4-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Almond drink without sugars 4-pack,vegetarian-vegan-and-plant-based
217310,AH Terra Plantaardige hummus pikant versafdeling,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.49,2.49,175 g,3 VOOR 5.99,A,https://www.ah.nl/producten/product/wi217310/ah-terra-plantaardige-hummus-pikant-versafdeling,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,AH Terra Vegetable hummus spicy fresh department,vegetarian-vegan-and-plant-based
169919,Alpro Plantaardig variatie blauwe bosbes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.69,2.69,500 g,,B,https://www.ah.nl/producten/product/wi169919/alpro-plantaardig-variatie-blauwe-bosbes,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Vegetable variation bilberry,vegetarian-vegan-and-plant-based
593705,Alpro Plantaardig blauwe bosbes 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.11,5.38,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593705/alpro-plantaardig-blauwe-bosbes-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Vegetable blueberry 2-pack,vegetarian-vegan-and-plant-based
580544,AH Terra Plantaardige kipstukjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische stukjes",1.99,1.99,160 g,,B,https://www.ah.nl/producten/product/wi580544/ah-terra-plantaardige-kipstukjes,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Plantaardige kipstukjes,vegetarian-vegan-and-plant-based
397372,AH Terra Plantaardige balletjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vega balletjes",1.59,1.59,200 g,,A,https://www.ah.nl/producten/product/wi397372/ah-terra-plantaardige-balletjes,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Vegetable balls,vegetarian-vegan-and-plant-based
462556,Kips Vega smeerworst tuinkruiden,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",2.49,2.49,125 g,,E,https://www.ah.nl/producten/product/wi462556/kips-vega-smeerworst-tuinkruiden,2026-02-14,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren,Kips Vega sausage spread garden herbs,vegetarian-vegan-and-plant-based
518443,Alpro Mild & creamy naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",2.99,2.99,755 g,,A,https://www.ah.nl/producten/product/wi518443/alpro-mild-en-creamy-naturel,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Mild & creamy natural,vegetarian-vegan-and-plant-based
604674,Alpro Mild & creamy naturel 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604674/alpro-mild-en-creamy-naturel-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Mild & creamy natural 2-pack,vegetarian-vegan-and-plant-based
564897,AH Terra Biologische tofu,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Tofu",1.29,1.29,325 g,,A,https://www.ah.nl/producten/product/wi564897/ah-terra-biologische-tofu,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Organic tofu,vegetarian-vegan-and-plant-based
580545,AH Terra Plantaardige kipstukjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische stukjes",3.49,3.49,300 g,,B,https://www.ah.nl/producten/product/wi580545/ah-terra-plantaardige-kipstukjes,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Plantaardige kipstukjes,vegetarian-vegan-and-plant-based
395069,Alpro Mild & creamy kokosnoot,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.99,2.99,750 g,,A,https://www.ah.nl/producten/product/wi395069/alpro-mild-en-creamy-kokosnoot,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Mild & creamy coconut,vegetarian-vegan-and-plant-based
604673,Alpro Mild & creamy kokosnoot 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604673/alpro-mild-en-creamy-kokosnoot-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Mild & creamy coconut 2-pack,vegetarian-vegan-and-plant-based
236488,Heinz Sandwich spread naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische spreads",2.59,2.59,450 g,,D,https://www.ah.nl/producten/product/wi236488/heinz-sandwich-spread-naturel,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,Heinz Sandwich spread naturel,vegetarian-vegan-and-plant-based
415739,AH Terra Plantaardige hummus gegrilde groente,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.69,2.69,175 g,3 VOOR 5.99,A,https://www.ah.nl/producten/product/wi415739/ah-terra-plantaardige-hummus-gegrilde-groente,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,AH Terra Vegetable hummus grilled vegetables,vegetarian-vegan-and-plant-based
563701,AH Terra Plantaardige burger,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische burgers",1.49,1.49,200 g,,A,https://www.ah.nl/producten/product/wi563701/ah-terra-plantaardige-burger,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Plant-based burger,vegetarian-vegan-and-plant-based
401934,Oatly! Haverdrank bio,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.89,2.89,1 l,2 voor 3.99,C,https://www.ah.nl/producten/product/wi401934/oatly-haverdrank-bio,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Oatly! Haverdrank bio,vegetarian-vegan-and-plant-based
519526,AH Terra Plantaardige spekjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische spekjes",1.49,1.49,140 g,1 + 1 gratis,D,https://www.ah.nl/producten/product/wi519526/ah-terra-plantaardige-spekjes,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Vegetable bacon,vegetarian-vegan-and-plant-based
413076,Maza Hoemoes tomaat basilicum,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.59,2.59,200 g,,C,https://www.ah.nl/producten/product/wi413076/maza-hoemoes-tomaat-basilicum,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,Maza Hoemoes tomato basil,vegetarian-vegan-and-plant-based
371073,Vegetarische Slager Braadwurst,vegetarisch-vegan-en-plantaardig,Vlees/Vegetarische worst,3.99,3.99,160 g,,A,https://www.ah.nl/producten/product/wi371073/vegetarische-slager-braadwurst,2026-02-14,vegetarisch-vegan-en-plantaardig; vlees,Vegetarian Butcher Bratwurst,vegetarian-vegan-and-plant-based
397382,Vivera Plantaardige kipkrokant schnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",3.29,3.29,200 g,,B,https://www.ah.nl/producten/product/wi397382/vivera-plantaardige-kipkrokant-schnitzel,2026-02-14,vegetarisch-vegan-en-plantaardig,Vivera Vegetable chicken crispy schnitzel,vegetarian-vegan-and-plant-based
202855,Maza Hoemoes rode biet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.69,2.69,200 g,,C,https://www.ah.nl/producten/product/wi202855/maza-hoemoes-rode-biet,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,Maza Hoemoes beetroot,vegetarian-vegan-and-plant-based
564793,AH Terra Biologische falafel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Falafel",1.55,1.55,200 g,,A,https://www.ah.nl/producten/product/wi564793/ah-terra-biologische-falafel,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Organic falafel,vegetarian-vegan-and-plant-based
412173,Zonnatura Amandeldrink ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",3.39,3.39,1 l,,B,https://www.ah.nl/producten/product/wi412173/zonnatura-amandeldrink-ongezoet,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Zonnatura Almond drink unsweetened,vegetarian-vegan-and-plant-based
598995,AH Terra Biologische tofu grootverpakking,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Tofu",1.95,1.95,500 g,,A,https://www.ah.nl/producten/product/wi598995/ah-terra-biologische-tofu-grootverpakking,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Organic tofu bulk packaging,vegetarian-vegan-and-plant-based
563704,AH Terra Plantaardige krokante kipschnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",1.99,1.99,200 g,,C,https://www.ah.nl/producten/product/wi563704/ah-terra-plantaardige-krokante-kipschnitzel,2026-02-14,vegetarisch-vegan-en-plantaardig,AH Terra Vegetable crispy chicken schnitzel,vegetarian-vegan-and-plant-based
164566,Alpro Sojadrink rode vruchten,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",2.79,2.79,1 l,,C,https://www.ah.nl/producten/product/wi164566/alpro-sojadrink-rode-vruchten,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Soya drink red fruits,vegetarian-vegan-and-plant-based
581570,Alpro Sojadrink rode vruchten 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",10.6,11.16,4 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi581570/alpro-sojadrink-rode-vruchten-4-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Soya drink red fruits 4-pack,vegetarian-vegan-and-plant-based
461863,Alpro Plantaardige variatie vla vanillesmaak,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",1.89,1.89,525 g,,A,https://www.ah.nl/producten/product/wi461863/alpro-plantaardige-variatie-vla-vanillesmaak,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Vegetable variation custard vanilla flavor,vegetarian-vegan-and-plant-based
593702,Alpro Plantaardige vla vanillesmaak 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",3.59,3.78,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593702/alpro-plantaardige-vla-vanillesmaak-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Vegetable custard vanilla flavor 2-pack,vegetarian-vegan-and-plant-based
145350,Alpro Plantaardige variatie op yoghurt nature,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",2.39,2.39,500 g,,A,https://www.ah.nl/producten/product/wi145350/alpro-plantaardige-variatie-op-yoghurt-nature,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Plant-based variation on natural yoghurt,vegetarian-vegan-and-plant-based
593701,Alpro Plantaardige yoghurt nature 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",4.54,4.78,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593701/alpro-plantaardige-yoghurt-nature-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Plant-based yoghurt natural 2-pack,vegetarian-vegan-and-plant-based
407970,Alpro Plantaardige kwark naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",2.49,2.49,400 g,,A,https://www.ah.nl/producten/product/wi407970/alpro-plantaardige-kwark-naturel,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,"Alpro Vegetable cottage cheese, natural",vegetarian-vegan-and-plant-based
593697,Alpro Plantaardige kwark naturel 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",4.73,4.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593697/alpro-plantaardige-kwark-naturel-2-pack,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Vegetable cottage cheese natural 2-pack,vegetarian-vegan-and-plant-based
451722,AH Terra Plantaardige hummus zongedroogde tomaat,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",1.39,1.39,200 g,,C,https://www.ah.nl/producten/product/wi451722/ah-terra-plantaardige-hummus-zongedroogde-tomaat,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,AH Terra Vegetable hummus sun-dried tomato,vegetarian-vegan-and-plant-based
489284,AH Terra Plantaardige grillworst,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",1.99,1.99,80 g,,C,https://www.ah.nl/producten/product/wi489284/ah-terra-plantaardige-grillworst,2026-02-14,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren,AH Terra Vegetable grilled sausage,vegetarian-vegan-and-plant-based
437544,Alpro Barista soja,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",2.69,2.69,1 l,,A,https://www.ah.nl/producten/product/wi437544/alpro-barista-soja,2026-02-14,vegetarisch-vegan-en-plantaardig; zuivel-eieren,Alpro Barista soy,vegetarian-vegan-and-plant-based
438962,AH Terra Plantaardige hummus pikant,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",1.39,1.39,200 g,,C,https://www.ah.nl/producten/product/wi438962/ah-terra-plantaardige-hummus-pikant,2026-02-14,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig,AH Terra Vegetable hummus spicy,vegetarian-vegan-and-plant-based
