id,title,scraped_aisle,category_specific,final_price,original_price,unit,discount,nutriscore,url,scraped_at,all_aisles
234523,AH Terra Plantaardige hummus zongedroogde tomaat,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.49,2.49,175 g,,A,https://www.ah.nl/producten/product/wi234523/ah-terra-plantaardige-hummus-zongedroogde-tomaat,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
475112,Vivera Vegetarische kaas schnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",3.19,3.19,150 g,,E,https://www.ah.nl/producten/product/wi475112/vivera-vegetarische-kaas-schnitzel,2026-02-23,vegetarisch-vegan-en-plantaardig
556299,AH Terra Plantaardig kokos gurt ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",1.99,1.99,500 g,,C,https://www.ah.nl/producten/product/wi556299/ah-terra-plantaardig-kokos-gurt-ongezoet,2026-02-23,vegetarisch-vegan-en-plantaardig
518443,Alpro Mild & creamy naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",2.99,2.99,755 g,,A,https://www.ah.nl/producten/product/wi518443/alpro-mild-en-creamy-naturel,2026-02-23,vegetarisch-vegan-en-plantaardig
604674,Alpro Mild & creamy naturel 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604674/alpro-mild-en-creamy-naturel-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
538253,Alpro Barista haver,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",1.95,1.95,"0,5 l",2e gratis,A,https://www.ah.nl/producten/product/wi538253/alpro-barista-haver,2026-02-23,vegetarisch-vegan-en-plantaardig
220748,Alpro Amandeldrink geroosterd zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",3.19,3.19,1 l,2e gratis,B,https://www.ah.nl/producten/product/wi220748/alpro-amandeldrink-geroosterd-zonder-suikers,2026-02-23,vegetarisch-vegan-en-plantaardig
564600,Alpro Amandeldrink zonder suikers 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",6.38,12.76,4 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi564600/alpro-amandeldrink-zonder-suikers-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
217310,AH Terra Plantaardige hummus pikant versafdeling,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.49,2.49,175 g,,A,https://www.ah.nl/producten/product/wi217310/ah-terra-plantaardige-hummus-pikant-versafdeling,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
169919,Alpro Plantaardig variatie blauwe bosbes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.69,2.69,500 g,,B,https://www.ah.nl/producten/product/wi169919/alpro-plantaardig-variatie-blauwe-bosbes,2026-02-23,vegetarisch-vegan-en-plantaardig
593705,Alpro Plantaardig blauwe bosbes 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.11,5.38,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593705/alpro-plantaardig-blauwe-bosbes-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
580544,AH Terra Plantaardige kipstukjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische stukjes",1.99,1.99,160 g,,B,https://www.ah.nl/producten/product/wi580544/ah-terra-plantaardige-kipstukjes,2026-02-23,vegetarisch-vegan-en-plantaardig
395069,Alpro Mild & creamy kokosnoot,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.99,2.99,750 g,,A,https://www.ah.nl/producten/product/wi395069/alpro-mild-en-creamy-kokosnoot,2026-02-23,vegetarisch-vegan-en-plantaardig
604673,Alpro Mild & creamy kokosnoot 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.68,5.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604673/alpro-mild-en-creamy-kokosnoot-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
462556,Kips Vega smeerworst tuinkruiden,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",2.49,2.49,125 g,,E,https://www.ah.nl/producten/product/wi462556/kips-vega-smeerworst-tuinkruiden,2026-02-23,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren
397372,AH Terra Plantaardige balletjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vega balletjes",1.59,1.59,200 g,,A,https://www.ah.nl/producten/product/wi397372/ah-terra-plantaardige-balletjes,2026-02-23,vegetarisch-vegan-en-plantaardig
397382,Vivera Plantaardige kipkrokant schnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",3.29,3.29,200 g,,B,https://www.ah.nl/producten/product/wi397382/vivera-plantaardige-kipkrokant-schnitzel,2026-02-23,vegetarisch-vegan-en-plantaardig
564897,AH Terra Biologische tofu,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Tofu",1.29,1.29,325 g,,A,https://www.ah.nl/producten/product/wi564897/ah-terra-biologische-tofu,2026-02-23,vegetarisch-vegan-en-plantaardig
236488,Heinz Sandwich spread naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische spreads",2.59,2.59,450 g,,D,https://www.ah.nl/producten/product/wi236488/heinz-sandwich-spread-naturel,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
580545,AH Terra Plantaardige kipstukjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische stukjes",3.49,3.49,300 g,,B,https://www.ah.nl/producten/product/wi580545/ah-terra-plantaardige-kipstukjes,2026-02-23,vegetarisch-vegan-en-plantaardig
457669,Beyond Meat Plant-based burger,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische burgers",4.69,4.69,226 g,,B,https://www.ah.nl/producten/product/wi457669/beyond-meat-plant-based-burger,2026-02-23,vegetarisch-vegan-en-plantaardig
605908,Beyond Meat Plant-based burger 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische burgers",8.91,9.38,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi605908/beyond-meat-plant-based-burger-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
401934,Oatly! Haverdrank bio,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.89,2.89,1 l,2e gratis,C,https://www.ah.nl/producten/product/wi401934/oatly-haverdrank-bio,2026-02-23,vegetarisch-vegan-en-plantaardig
519526,AH Terra Plantaardige spekjes,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische spekjes",1.49,1.49,140 g,,D,https://www.ah.nl/producten/product/wi519526/ah-terra-plantaardige-spekjes,2026-02-23,vegetarisch-vegan-en-plantaardig
437544,Alpro Barista soja,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",2.69,2.69,1 l,2e gratis,A,https://www.ah.nl/producten/product/wi437544/alpro-barista-soja,2026-02-23,vegetarisch-vegan-en-plantaardig
577563,Alpro Barista soja 6-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",8.07,16.14,6 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi577563/alpro-barista-soja-6-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
415739,AH Terra Plantaardige hummus gegrilde groente,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.69,2.69,175 g,,A,https://www.ah.nl/producten/product/wi415739/ah-terra-plantaardige-hummus-gegrilde-groente,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
563701,AH Terra Plantaardige burger,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische burgers",1.49,1.49,200 g,,A,https://www.ah.nl/producten/product/wi563701/ah-terra-plantaardige-burger,2026-02-23,vegetarisch-vegan-en-plantaardig
413076,Maza Hoemoes tomaat basilicum,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.59,2.59,200 g,,C,https://www.ah.nl/producten/product/wi413076/maza-hoemoes-tomaat-basilicum,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
371073,Vegetarische Slager Braadwurst,vegetarisch-vegan-en-plantaardig,Vlees/Vegetarische worst,3.99,3.99,160 g,2e gratis,A,https://www.ah.nl/producten/product/wi371073/vegetarische-slager-braadwurst,2026-02-23,vegetarisch-vegan-en-plantaardig; vlees
202855,Maza Hoemoes rode biet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",2.69,2.69,200 g,,C,https://www.ah.nl/producten/product/wi202855/maza-hoemoes-rode-biet,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
598995,AH Terra Biologische tofu grootverpakking,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Tofu",1.95,1.95,500 g,,A,https://www.ah.nl/producten/product/wi598995/ah-terra-biologische-tofu-grootverpakking,2026-02-23,vegetarisch-vegan-en-plantaardig
412173,Zonnatura Amandeldrink ongezoet,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",3.39,3.39,1 l,2e gratis,B,https://www.ah.nl/producten/product/wi412173/zonnatura-amandeldrink-ongezoet,2026-02-23,vegetarisch-vegan-en-plantaardig
561002,AH Terra Plantaardig smashed avocado,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige spreads",2.39,2.39,110 g,,B,https://www.ah.nl/producten/product/wi561002/ah-terra-plantaardig-smashed-avocado,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
164566,Alpro Sojadrink rode vruchten,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",2.79,2.79,1 l,2e gratis,C,https://www.ah.nl/producten/product/wi164566/alpro-sojadrink-rode-vruchten,2026-02-23,vegetarisch-vegan-en-plantaardig
581570,Alpro Sojadrink rode vruchten 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Sojadrink",5.58,11.16,4 stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi581570/alpro-sojadrink-rode-vruchten-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
407970,Alpro Plantaardige kwark naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",2.49,2.49,400 g,,A,https://www.ah.nl/producten/product/wi407970/alpro-plantaardige-kwark-naturel,2026-02-23,vegetarisch-vegan-en-plantaardig
593697,Alpro Plantaardige kwark naturel 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",4.73,4.98,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593697/alpro-plantaardige-kwark-naturel-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
563704,AH Terra Plantaardige krokante kipschnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",1.99,1.99,200 g,,C,https://www.ah.nl/producten/product/wi563704/ah-terra-plantaardige-krokante-kipschnitzel,2026-02-23,vegetarisch-vegan-en-plantaardig
145350,Alpro Plantaardige variatie op yoghurt nature,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",2.39,2.39,500 g,,A,https://www.ah.nl/producten/product/wi145350/alpro-plantaardige-variatie-op-yoghurt-nature,2026-02-23,vegetarisch-vegan-en-plantaardig
593701,Alpro Plantaardige yoghurt nature 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt naturel",4.54,4.78,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593701/alpro-plantaardige-yoghurt-nature-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
451722,AH Terra Plantaardige hummus zongedroogde tomaat,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",1.39,1.39,200 g,,C,https://www.ah.nl/producten/product/wi451722/ah-terra-plantaardige-hummus-zongedroogde-tomaat,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
461863,Alpro Plantaardige variatie vla vanillesmaak,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",1.89,1.89,525 g,,A,https://www.ah.nl/producten/product/wi461863/alpro-plantaardige-variatie-vla-vanillesmaak,2026-02-23,vegetarisch-vegan-en-plantaardig
593702,Alpro Plantaardige vla vanillesmaak 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",3.59,3.78,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi593702/alpro-plantaardige-vla-vanillesmaak-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
564793,AH Terra Biologische falafel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Falafel",1.55,1.55,200 g,,A,https://www.ah.nl/producten/product/wi564793/ah-terra-biologische-falafel,2026-02-23,vegetarisch-vegan-en-plantaardig
143547,Valess Vegetarische Gouda schnitzel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Vegetarische schnitzel",3.69,3.69,2 x 90 g,,C,https://www.ah.nl/producten/product/wi143547/valess-vegetarische-gouda-schnitzel,2026-02-23,vegetarisch-vegan-en-plantaardig
489284,AH Terra Plantaardige grillworst,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige vleeswaren",1.99,1.99,80 g,,C,https://www.ah.nl/producten/product/wi489284/ah-terra-plantaardige-grillworst,2026-02-23,ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig; vleeswaren
438962,AH Terra Plantaardige hummus pikant,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Hummus met smaakje",1.39,1.39,200 g,,C,https://www.ah.nl/producten/product/wi438962/ah-terra-plantaardige-hummus-pikant,2026-02-23,borrel-chips-snacks; ontbijtgranen-beleg; vegetarisch-vegan-en-plantaardig
224738,Alpro Kokosnootdrink original,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",3.19,3.19,1 l,2e gratis,B,https://www.ah.nl/producten/product/wi224738/alpro-kokosnootdrink-original,2026-02-23,vegetarisch-vegan-en-plantaardig
581566,Alpro Kokosnootdrink original 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Kokosdrink",6.38,12.76,4-stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi581566/alpro-kokosnootdrink-original-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
447631,Alpro Haverdrink zonder suikers,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",2.79,2.79,1 l,2e gratis,A,https://www.ah.nl/producten/product/wi447631/alpro-haverdrink-zonder-suikers,2026-02-23,vegetarisch-vegan-en-plantaardig
581564,Alpro Haverdrink zonder suikers 4-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Haverdrink",5.58,11.16,4-stuks,Pakketkorting,,https://www.ah.nl/producten/product/wi581564/alpro-haverdrink-zonder-suikers-4-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
236920,AH Terra Plantaardige amandeldrink naturel,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Amandel, cashewdrink",1.49,1.49,1 l,,C,https://www.ah.nl/producten/product/wi236920/ah-terra-plantaardige-amandeldrink-naturel,2026-02-23,vegetarisch-vegan-en-plantaardig
462464,AH Terra Soja plantaardig alternatief voor room,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige room",0.99,0.99,200 ml,,B,https://www.ah.nl/producten/product/wi462464/ah-terra-soja-plantaardig-alternatief-voor-room,2026-02-23,vegetarisch-vegan-en-plantaardig
96640,Alpro Plantaardig variatie perzik,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",2.69,2.69,500 g,,A,https://www.ah.nl/producten/product/wi96640/alpro-plantaardig-variatie-perzik,2026-02-23,vegetarisch-vegan-en-plantaardig
604679,Alpro Plantaardig variatie perzik 2-pack,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige yoghurt met smaak",5.11,5.38,2 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi604679/alpro-plantaardig-variatie-perzik-2-pack,2026-02-23,vegetarisch-vegan-en-plantaardig
556302,Alpro Plantaardige variatie op kwark mango,vegetarisch-vegan-en-plantaardig,"Vegetarisch, vegan en plantaardig/Plantaardige kwark, vla",2.89,2.89,400 g,,A,https://www.ah.nl/producten/product/wi556302/alpro-plantaardige-variatie-op-kwark-mango,2026-02-23,vegetarisch-vegan-en-plantaardig
