title,price,old_price,discount_percent,discount_label,deal_type,unit,url,scraped_at,title_eng
IJsjes,1.49,1.49,0,,Standard,3 - 4 stuks,https://www.lidl.nl/p/ijsjes/p10032416,2026-08-18,IJsjes
Macadamia's gezouten,2.79,3.29,15,Lidl Plus (-15%),Member Deal,,https://www.lidl.nl/p/macadamia-s-gezouten/p10032308,2026-08-18,Macadamia's gezouten
Notenmelange royal mix,3.49,3.98,12,,Standard,300 g,https://www.lidl.nl/p/notenmelange-royal-mix/p10032310,2026-08-18,Notenmelange royal mix
HARIBO Pool Party of Camping Fun,3.49,3.49,0,,Standard,650 g,https://www.lidl.nl/p/haribo-pool-party-of-camping-fun/p10032312,2026-08-18,HARIBO Pool Party of Camping Fun
Uitdeelkoekjes,1.69,2.19,23,Lidl Plus (-23%),Member Deal,,https://www.lidl.nl/p/uitdeelkoekjes/p10032314,2026-08-18,Uitdeelkoekjes
Mini botergaletten,2.89,2.89,0,,Standard,350 g,https://www.lidl.nl/p/mini-botergaletten/p10032316,2026-08-18,Mini botergaletten
Kaasstengels,0.99,1.19,17,Lidl Plus (-17%),Member Deal,,https://www.lidl.nl/p/kaasstengels/p10032318,2026-08-18,Kaasstengels
Zure wormen of perzikringen,1.49,1.79,17,,Standard,400 g,https://www.lidl.nl/p/zure-wormen-of-perzikringen/p10032320,2026-08-18,Zure wormen of perzikringen
Luxe chocoladerepen,3.99,3.99,0,,Standard,100 g,https://www.lidl.nl/p/luxe-chocoladerepen/p10032322,2026-08-18,Luxe chocoladerepen
APPELSIENTJE FruitDrink,0.99,0.99,0,,Standard,1 l,https://www.lidl.nl/p/appelsientje-fruitdrink/p10032324,2026-08-18,APPELSIENTJE FruitDrink
HERO B'TWEEN,1.69,1.69,0,,Standard,120 - 150 g,https://www.lidl.nl/p/hero-b-tween/p10032326,2026-08-18,HERO B'TWEEN
TUC,0.79,0.79,0,,Standard,100 g,https://www.lidl.nl/p/tuc/p10032328,2026-08-18,TUC
MAAZA,1.49,1.49,0,,Standard,1 l,https://www.lidl.nl/p/maaza/p10032332,2026-08-18,MAAZA
DUBBELFRISSS,1.39,1.39,0,,Standard,"1,5 l",https://www.lidl.nl/p/dubbelfrisss/p10032334,2026-08-18,DUBBELFRISSS
Groene ijsthee,0.99,1.25,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/groene-ijsthee/p10032336,2026-08-18,Groene ijsthee
HEINEKEN 0.0%,2.49,5.99,58,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/heineken-0-0/p10032338,2026-08-18,HEINEKEN 0.0%
TEXELS SKUUMKOPPE 0.0%,4.99,10.99,55,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/texels-skuumkoppe-0-0/p10032340,2026-08-18,TEXELS SKUUMKOPPE 0.0%
TEXELS SKUUMKOPPE,7.49,7.49,0,,Standard,"6 x 0,33 l",https://www.lidl.nl/p/texels-skuumkoppe/p10032342,2026-08-18,TEXELS SKUUMKOPPE
APEROL of APEROL SPRITZ,7.79,7.79,0,,Standard,,https://www.lidl.nl/p/aperol-of-aperol-spritz/p10032344,2026-08-18,APEROL of APEROL SPRITZ
Pinot Grigio delle Venezie DOC,2.89,3.85,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/pinot-grigio-delle-venezie-doc/p10032346,2026-08-18,Pinot Grigio delle Venezie DOC
Coteaux Varois en Provence AOP,4.49,5.99,25,Lidl Plus (-25%),Member Deal,,https://www.lidl.nl/p/coteaux-varois-en-provence-aop/p10032348,2026-08-18,Coteaux Varois en Provence AOP
BREEZER,1.64,2.19,25,,Standard,250 - 275 ml,https://www.lidl.nl/p/breezer/p10032350,2026-08-18,BREEZER
ROBIJN Wasmiddel,3.99,3.99,0,,Standard,"1,2 liter",https://www.lidl.nl/p/robijn-wasmiddel/p10032352,2026-08-18,ROBIJN Wasmiddel
LENOR Wasverzachter,5.99,5.99,0,,Standard,"1,87 l",https://www.lidl.nl/p/lenor-wasverzachter/p10032354,2026-08-18,LENOR Wasverzachter
GLORIX Toiletblokken,1.99,1.99,0,,Standard,2 x 55 g,https://www.lidl.nl/p/glorix-toiletblokken/p10032356,2026-08-18,GLORIX Toiletblokken
Cyclaam,1.59,1.59,0,,Standard,,https://www.lidl.nl/p/cyclaam/p10032358,2026-08-18,Cyclaam
Kamerplant in trendy scooter,3.99,3.99,0,,Standard,,https://www.lidl.nl/p/kamerplant-in-trendy-scooter/p10032360,2026-08-18,Kamerplant in trendy scooter
Bananenplant,7.99,7.99,0,,Standard,,https://www.lidl.nl/p/bananenplant/p10032362,2026-08-18,Bananenplant
Zomeraster,1.49,1.99,25,,Standard,7-10 stelen,https://www.lidl.nl/p/zomeraster/p10032418,2026-08-18,Zomeraster
Keramieke pot 'modern',6.49,6.49,0,,Standard,,https://www.lidl.nl/p/keramieke-pot-modern/p10032364,2026-08-18,Keramieke pot 'modern'
Chrysantenmix,1.49,1.49,0,,Standard,,https://www.lidl.nl/p/chrysantenmix/p10032366,2026-08-18,Chrysantenmix
Keramieke pot 'Galestro',7.99,7.99,0,,Standard,,https://www.lidl.nl/p/keramieke-pot-galestro/p10032368,2026-08-18,Keramieke pot 'Galestro'
FUZE TEA,1.49,3.09,52,Lidl Plus (-52%),Member Deal,,https://www.lidl.nl/p/fuze-tea/p10032374,2026-08-18,FUZE TEA
TEISSEIRE,2.99,2.99,0,,Standard,600 ml,https://www.lidl.nl/p/teisseire/p10032376,2026-08-18,TEISSEIRE
ERU Goudkuipje,1.99,2.85,30,,Standard,200 g,https://www.lidl.nl/p/eru-goudkuipje/p10032378,2026-08-18,ERU Goudkuipje
BRINTA,1.49,1.89,21,,Standard,500 g,https://www.lidl.nl/p/brinta/p10032380,2026-08-18,BRINTA
Trolli mini burgers,1.89,2.49,24,,Standard,170 g,https://www.lidl.nl/p/trolli-mini-burgers/p10032382,2026-08-18,Trolli mini burgers
MONSTER,1.29,1.29,0,,Standard,500 ml,https://www.lidl.nl/p/monster/p10032384,2026-08-18,MONSTER
UNOX Soep in zak,1.99,4.39,55,,Standard,570 ml,https://www.lidl.nl/p/unox-soep-in-zak/p10032386,2026-08-18,UNOX Soep in zak
Runder grillburgers,3.49,4.15,16,Lidl Plus (-16%),Member Deal,,https://www.lidl.nl/p/runder-grillburgers/p10032388,2026-08-18,Runder grillburgers
Wokgarnalen,2.99,3.79,21,Lidl Plus (-21%),Member Deal,,https://www.lidl.nl/p/wokgarnalen/p10032390,2026-08-18,Wokgarnalen
Schouderkarbonades,3.99,5.57,28,Lidl Plus (-28%),Member Deal,,https://www.lidl.nl/p/schouderkarbonades/p10032392,2026-08-18,Schouderkarbonades
CHIO Heartbreakers,1.39,1.39,0,,Standard,125 g,https://www.lidl.nl/p/chio-heartbreakers/p10032394,2026-08-18,CHIO Heartbreakers
DREFT Afwasmiddel,2.99,6.29,52,Lidl Plus (-52%),Member Deal,,https://www.lidl.nl/p/dreft-afwasmiddel/p10032396,2026-08-18,DREFT Afwasmiddel
Nectarines,0.99,1.89,48,Lidl Plus (-48%),Member Deal,,https://www.lidl.nl/p/nectarines/p10032420,2026-08-18,Nectarines
Desem steenoven baguette,0.69,0.99,30,Lidl Plus (-30%),Member Deal,,https://www.lidl.nl/p/desem-steenoven-baguette/p10032398,2026-08-18,Desem steenoven baguette
Zeeuwse super-mosselen,6.99,8.99,22,Lidl Plus (-22%),Member Deal,,https://www.lidl.nl/p/zeeuwse-super-mosselen/p10032400,2026-08-18,Zeeuwse super-mosselen
PATURAIN,2.79,4.19,33,,Standard,250 g,https://www.lidl.nl/p/paturain/p10032402,2026-08-18,PATURAIN
Noten in cup,1.29,1.81,29,,Standard,,https://www.lidl.nl/p/noten-in-cup/p10032404,2026-08-18,Noten in cup
HERO Cassis,1.19,1.19,0,,Standard,"1,25 l",https://www.lidl.nl/p/hero-cassis/p10032406,2026-08-18,HERO Cassis
Calluna vulgaris,1.69,1.69,0,,Standard,,https://www.lidl.nl/p/calluna-vulgaris/p10032370,2026-08-18,Calluna vulgaris
AloÃ« vera,5.99,5.99,0,,Standard,,https://www.lidl.nl/p/aloe-vera/p10032372,2026-08-18,AloÃ« vera
